city,state,population,land_area_sq_mi,city_state,lat,lon,metro_population,msa_name,median_household_income,median_home_price,avg_temp_f,avg_temp_c,avg_high_f,avg_low_f,avg_summer_high_f,avg_winter_low_f,walkability_score,walkability_score_100,dist_airport_miles,nearest_airport,dist_zoo_miles,nearest_zoo,dist_theme_park_miles,nearest_theme_park,dist_natl_park_miles,nearest_natl_park,dist_natl_forest_miles,nearest_natl_forest,coastline_type,dist_coast_miles,elevation_ft,parks_within_100mi,nature_score,dist_state_park_miles,nearest_state_park,temp_range_f,has_winter,has_summer,has_spring_fall,seasons_count,seasons_score,nfl_teams,mlb_teams,nba_teams,nhl_teams,mls_teams,total_pro_teams,sports_score,environment_type
Fort Wayne,IN,273203,110.7,"Fort Wayne, IN",41.07999,-85.138601,462978.0,"Fort Wayne, IN MSA",58233.0,152500.0,51.7,10.9,60.1,43.4,81.2,22.6,9.61,45.3,94.6,Dayton,2.0,Fort Wayne Children's Zoo,79.9,Niles Scream Park,107.1,Indiana Dunes NP,202.4,Huron Manistee NF MI,none,129.3,781.0,0.0,7.0,108.1,Indiana Dunes SP IN,58.6,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
Lubbock,TX,272086,134.6,"Lubbock, TX",33.585568,-101.847021,367109.0,"Lubbock, TX MSA",58734.0,181600.0,63.2,17.3,74.4,51.9,91.6,33.2,8.1,37.4,5.6,Lubbock,9.6,Unknown,1.0,Joyland Amusement Park,186.1,Carlsbad Caverns NP,215.2,Lincoln NF NM,none,478.3,3205.0,1.0,14.5,91.0,Palo Duro Canyon SP TX,58.4,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
St. Petersburg,FL,267102,61.8,"St. Petersburg, FL",27.771226,-82.634026,3424560.0,,70333.0,289000.0,74.5,23.6,80.7,68.2,87.9,57.9,11.02,52.7,15.4,Tampa,1.3,Sunken Gardens,16.5,Celebration Station,202.0,Everglades NP,116.9,Ocala NF FL,ocean,4.5,16.0,1.0,28.5,44.4,Myakka River SP FL,30.0,False,True,False,1,25.0,1,1,0,1,0,3,30.0,coastal
Toledo,OH,265638,80.5,"Toledo, OH",41.652914,-83.537817,601396.0,"Toledo, OH MSA",45405.0,98800.0,51.8,11.0,59.5,44.0,80.9,23.0,10.29,48.9,40.0,Detroit Metro,19.6,Herpetology Lab,19.5,Monroe County Fairgrounds,105.4,Cuyahoga Valley NP,190.2,Huron Manistee NF MI,great_lakes,44.7,587.0,0.0,16.0,181.2,Presque Isle SP PA,57.9,True,True,True,4,100.0,0,0,0,0,0,0,0.0,great_lakes
Laredo,TX,261260,106.5,"Laredo, TX",27.507921,-99.506983,272823.0,"Laredo, TX MSA",60928.0,164400.0,75.9,24.4,85.6,66.1,99.1,51.8,8.34,38.6,120.6,McAllen,1.0,Lamar Bruni Vergara Environmental Science Center,86.8,Unknown,135.5,Padre Island NS,327.2,Sam Houston NF TX,none,130.7,430.0,0.0,6.0,144.5,Garner SP TX,47.3,False,True,True,2,50.0,0,0,1,0,0,1,10.0,plains
Port St. Lucie,FL,258575,119.2,"Port St. Lucie, FL",27.293933,-80.350328,556336.0,"Port St. Lucie, FL MSA",75040.0,292900.0,75.4,24.1,82.0,68.8,88.0,60.6,7.1,32.1,44.9,Palm Beach,46.5,Palm Beach Zoo & Conservation Society,2.9,Urban Air Adventure Park,124.8,Biscayne NP,164.0,Ocala NF FL,ocean,46.2,20.0,1.0,30.5,25.4,Jonathan Dickinson SP FL,27.4,False,True,False,1,25.0,1,1,0,1,0,3,30.0,coastal
Glendale,AZ,258143,61.6,"Glendale, AZ",33.538686,-112.185994,,,66375.0,310000.0,74.2,23.4,86.1,62.2,104.2,43.8,10.1,47.9,12.4,Phoenix Sky Harbor,13.1,Children's Petting Zoo,4.5,Castles N' Coasters,110.3,Saguaro NP,68.7,Prescott NF AZ,none,296.4,1148.0,2.0,15.0,242.7,Valley of Fire SP NV,60.4,False,True,True,2,50.0,1,0,0,0,0,1,10.0,desert
Irving,TX,258060,67.0,"Irving, TX",32.829518,-96.944218,,,76686.0,259500.0,67.5,19.7,76.5,58.5,93.4,40.4,9.08,42.5,5.5,Dallas Love Field,11.3,Texas Discovery Gardens,9.0,Six Flags Over Texas,253.3,Hot Springs NP,169.6,Sam Houston NF TX,none,275.6,515.0,0.0,2.0,261.2,Lost Maples SP TX,53.0,False,True,True,2,50.0,1,1,1,1,1,5,50.0,plains
Winston-Salem,NC,255769,132.7,"Winston-Salem, NC",36.099813,-80.244052,705187.0,,54416.0,187400.0,60.0,15.6,69.5,50.5,87.0,33.7,6.43,28.6,72.6,Charlotte Douglas,19.2,MoJo JoJo,19.9,Celebration Station,15.3,Blue Ridge Parkway,77.2,Jefferson NF VA,none,190.5,925.0,3.0,32.5,98.4,Cheraw SP SC,53.3,True,True,True,4,100.0,0,0,0,1,0,1,10.0,hills
Chesapeake,VA,254997,338.5,"Chesapeake, VA",36.716831,-76.249445,,,92703.0,339500.0,61.5,16.4,69.3,53.8,85.3,37.0,8.98,42.0,17.9,Norfolk,27.6,Peninsula SPCA Petting Zoo,15.8,Ocean Breeze Fun Park,109.7,Assateague Island NS,207.7,George Washington NF VA,ocean,12.9,30.0,0.0,21.0,111.5,Assateague SP MD,48.3,False,True,True,2,50.0,1,1,1,1,1,5,50.0,coastal
Garland,TX,250431,57.1,"Garland, TX",32.912624,-96.638883,,,71044.0,229000.0,66.9,19.4,75.2,58.5,92.0,40.4,9.08,42.5,13.2,Dallas Love Field,11.8,Texas Discovery Gardens,6.4,Celebration Station,234.9,Hot Springs NP,166.5,Sam Houston NF TX,none,268.7,554.0,0.0,2.0,276.8,Lost Maples SP TX,51.6,False,True,True,2,50.0,1,1,1,1,1,5,50.0,plains
Scottsdale,AZ,246170,184.0,"Scottsdale, AZ",33.494219,-111.926018,,,104197.0,651800.0,74.2,23.4,86.1,62.4,104.0,44.4,10.1,47.9,6.1,Phoenix Sky Harbor,28.3,Children's Petting Zoo,4.0,Adventure Park,98.9,Saguaro NP,57.4,Tonto NF AZ,none,310.7,1270.0,3.0,22.5,253.5,Valley of Fire SP NV,59.6,False,True,True,2,50.0,0,1,1,0,0,2,20.0,desert
Boise,ID,237963,84.0,"Boise, ID",43.616616,-116.200886,,,,,53.8,12.1,64.4,43.2,89.0,25.9,10.91,52.2,3.8,Boise,0.6,Zoo Boise,10.2,Wahooz,276.6,Grand Teton NP,43.9,Boise NF ID,none,393.4,2720.0,2.0,22.0,130.9,Hells Canyon NRA ID,63.1,True,True,True,4,100.0,0,0,0,0,0,0,0.0,foothills
Hialeah,FL,235388,21.6,"Hialeah, FL",25.826777,-80.281401,,,49531.0,324300.0,76.4,24.7,82.7,70.0,87.5,63.1,10.47,49.8,2.2,Miami,4.0,Unknown,7.2,Jungle Island,25.5,Biscayne NP,256.7,Ocala NF FL,ocean,11.5,13.0,4.0,48.0,69.9,Fakahatchee Strand SP FL,24.4,False,True,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Frisco,TX,235208,68.6,"Frisco, TX",33.1506,-96.823818,,,144567.0,531400.0,66.6,19.2,75.1,58.0,92.2,39.7,9.08,42.5,21.0,Dallas Love Field,26.1,Texas Discovery Gardens,2.9,Universal Kids Resort,237.1,Hot Springs NP,185.9,Sam Houston NF TX,none,288.2,692.0,0.0,2.0,283.1,Lost Maples SP TX,52.5,False,True,True,2,50.0,1,1,1,1,1,5,50.0,plains
Richmond,VA,233655,59.9,"Richmond, VA",37.538509,-77.43428,1370165.0,"Richmond, VA MSA",59606.0,308300.0,60.1,15.6,69.0,51.2,87.0,33.5,8.39,38.9,6.7,Richmond,2.5,Maymont Farm,8.5,Surge Adventure Park,85.3,Shenandoah NP,121.5,George Washington NF VA,none,67.0,177.0,1.0,23.5,102.7,Shenandoah SP VA,53.5,True,True,True,4,100.0,1,1,1,1,1,5,50.0,plains
Cape Coral,FL,233025,106.0,"Cape Coral, FL",26.562574,-81.94388,860959.0,,72474.0,302400.0,75.5,24.2,82.3,68.6,87.7,59.9,9.42,44.3,103.8,Tampa,11.8,Lake Ariza,4.9,Zoomers Family Amusement Park,109.3,Everglades NP,188.7,Ocala NF FL,ocean,25.2,10.0,2.0,27.0,49.1,Myakka River SP FL,27.8,False,True,False,1,25.0,0,0,1,0,1,2,20.0,coastal
Norfolk,VA,231105,53.3,"Norfolk, VA",36.84937,-76.289954,1794278.0,,60998.0,254200.0,61.6,16.4,68.9,54.3,84.9,37.3,10.02,47.5,15.6,Norfolk,18.6,Peninsula SPCA Petting Zoo,16.6,Ocean Breeze Fun Park,103.3,Assateague Island NS,200.4,George Washington NF VA,ocean,3.5,23.0,0.0,26.0,105.0,Assateague SP MD,47.6,False,True,True,2,50.0,0,0,0,0,0,0,0.0,coastal
