city,state,population,land_area_sq_mi,city_state,lat,lon,metro_population,msa_name,median_household_income,median_home_price,avg_temp_f,avg_temp_c,avg_high_f,avg_low_f,avg_summer_high_f,avg_winter_low_f,walkability_score,walkability_score_100,dist_airport_miles,nearest_airport,dist_zoo_miles,nearest_zoo,dist_theme_park_miles,nearest_theme_park,dist_natl_park_miles,nearest_natl_park,dist_natl_forest_miles,nearest_natl_forest,coastline_type,dist_coast_miles,elevation_ft,parks_within_100mi,nature_score,dist_state_park_miles,nearest_state_park,temp_range_f,has_winter,has_summer,has_spring_fall,seasons_count,seasons_score,nfl_teams,mlb_teams,nba_teams,nhl_teams,mls_teams,total_pro_teams,sports_score,environment_type
Thornton,CO,146689,35.9,"Thornton, CO",39.869552,-104.985181,,,95064.0,445200.0,50.5,10.3,63.3,37.6,87.0,19.1,10.53,50.2,16.6,Denver,4.5,Butterfly Pavilion,0.6,Malibu Jack's,49.3,Rocky Mountain NP,61.2,Arapaho Roosevelt NF CO,none,804.8,5430.0,7.0,55.0,16.4,Red Rocks Park CO,67.9,True,True,True,4,100.0,1,1,1,1,1,5,50.0,mountains
Waco,TX,146608,88.7,"Waco, TX",31.54919,-97.147463,307123.0,"Waco, TX MSA",47421.0,174100.0,68.9,20.5,78.0,59.8,93.7,43.5,6.93,31.2,91.1,Dallas Love Field,1.5,Cameron Park Zoo,46.8,Urban Air Trampoline and Adventure Park,311.5,Padre Island NS,113.8,Sam Houston NF TX,none,227.8,486.0,0.0,2.0,189.3,Lost Maples SP TX,50.2,False,True,True,2,50.0,0,0,0,0,1,1,10.0,plains
Visalia,CA,146271,37.9,"Visalia, CA",36.330228,-119.292058,483546.0,"Visalia, CA MSA",75658.0,316600.0,68.2,20.1,81.3,55.0,103.4,39.8,7.36,33.5,38.8,Fresno Yosemite,13.5,Unknown,3.4,Adventure Park,41.9,Sequoia NP,60.0,Sierra NF CA,none,110.7,338.0,5.0,44.5,140.0,Big Sur CA,63.6,False,True,True,2,50.0,0,0,0,0,0,0,0.0,valley
Syracuse,NY,146097,25.1,"Syracuse, NY",43.048122,-76.147424,655189.0,"Syracuse, NY MSA",43584.0,117900.0,49.8,9.9,58.0,41.7,79.5,21.6,10.27,48.8,120.8,Albany,1.7,Rosamond Gifford Zoo at Burnet Park,23.5,Sylvan Beach Amusement Park,226.9,Fire Island NS,177.0,Allegheny NF PA,great_lakes,35.9,413.0,2.0,19.0,58.9,Watkins Glen SP NY,57.9,True,True,True,4,100.0,0,0,0,0,0,0,0.0,great_lakes
Columbia,SC,144788,136.8,"Columbia, SC",34.000754,-81.035231,870193.0,"Columbia, SC MSA",54095.0,226200.0,65.5,18.6,75.0,56.0,88.9,41.2,10.41,49.5,83.8,Charlotte Douglas,27.0,Eudora Wildlife Safari Park,9.0,Frankie's Fun Park,20.3,Congaree NP,65.1,Sumter NF SC,none,105.6,292.0,4.0,37.0,80.8,Cheraw SP SC,47.7,False,True,True,2,50.0,0,0,0,0,0,0,0.0,lowlands
Midland,TX,143687,75.5,"Midland, TX",31.83688,-102.010377,188766.0,"Midland, TX MSA",90448.0,280700.0,66.5,19.2,77.7,55.4,94.1,37.9,7.3,33.2,126.4,Lubbock,112.0,Unknown,119.4,Adventure Park,151.0,Carlsbad Caverns NP,219.1,Lincoln NF NM,none,392.3,2723.0,0.0,8.0,200.6,Lost Maples SP TX,56.2,False,True,True,2,50.0,0,0,0,0,0,0,0.0,plains
Miramar,FL,143242,28.9,"Miramar, FL",25.987314,-80.232271,,,81812.0,378200.0,76.3,24.6,83.1,69.5,87.7,61.8,10.47,49.8,7.7,Fort Lauderdale,7.5,Unknown,14.3,Jungle Island,36.9,Biscayne NP,247.5,Ocala NF FL,ocean,15.3,7.0,4.0,48.0,70.2,Jonathan Dickinson SP FL,25.9,False,True,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Palm Bay,FL,142023,86.4,"Palm Bay, FL",27.994697,-80.636614,658447.0,,62538.0,226200.0,74.3,23.5,80.8,67.7,87.0,58.3,10.04,47.6,50.8,Orlando,16.6,Brevard Zoo,4.1,Andretti Thrill Park,173.4,Biscayne NP,114.3,Ocala NF FL,ocean,2.3,33.0,1.0,29.5,76.0,Jonathan Dickinson SP FL,28.7,False,True,False,1,25.0,1,1,0,1,0,3,30.0,coastal
Lakewood,NJ,141985,24.7,"Lakewood, NJ",40.094099,-74.214989,,,54826.0,604600.0,56.1,13.4,64.3,48.0,84.0,29.9,12.03,58.1,41.1,Newark Liberty,9.1,Michael J. Tighe Park,9.4,Jenkinson's South Amusement Park,66.7,Fire Island NS,271.4,Allegheny NF PA,ocean,14.7,75.0,6.0,43.0,74.9,Delaware Water Gap NRA,54.1,True,True,True,4,100.0,1,1,1,1,1,5,50.0,coastal
Jackson,MS,141449,111.7,"Jackson, MS",32.299869,-90.183041,606178.0,"Jackson, MS MSA",42193.0,104900.0,65.8,18.8,75.3,56.3,89.2,41.6,6.86,30.8,159.0,New Orleans,2.5,Jackson Zoological Park,64.6,Geyser Falls Water Theme Park,225.3,Hot Springs NP,248.3,Angelina NF TX,none,151.3,308.0,0.0,0.0,210.5,Gulf State Park AL,47.6,False,True,True,2,50.0,0,0,0,0,0,0,0.0,plains
Coral Springs,FL,140808,22.9,"Coral Springs, FL",26.271192,-80.270604,,,87488.0,453100.0,76.4,24.7,83.8,69.1,88.5,61.4,10.47,49.8,15.5,Fort Lauderdale,1.5,Sawgrass Nature Center,9.1,Xtreme Action Park,55.2,Biscayne NP,228.6,Ocala NF FL,ocean,33.9,16.0,4.0,34.0,51.3,Jonathan Dickinson SP FL,27.1,False,True,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Victorville,CA,140721,73.7,"Victorville, CA",34.536107,-117.291156,,,65746.0,300600.0,64.1,17.8,75.4,52.8,94.6,38.8,12.22,59.1,37.5,Ontario California,25.6,Petting Zoo,4.7,Scandia Family Fun Center,91.8,Joshua Tree NP,36.4,San Bernardino NF CA,none,78.4,2717.0,5.0,50.5,61.0,Mount San Jacinto SP CA,55.8,False,True,True,2,50.0,0,0,0,0,0,0,0.0,desert
Elizabeth,NJ,140413,12.3,"Elizabeth, NJ",40.663992,-74.210701,,,59939.0,358400.0,54.8,12.7,62.7,47.0,82.6,28.4,5.72,24.8,2.6,Newark Liberty,5.6,Kids Korral,12.3,Nickelodeon Universe,55.0,Fire Island NS,258.1,Allegheny NF PA,ocean,11.3,23.0,7.0,40.0,37.4,Harriman State Park NY,54.2,True,True,True,4,100.0,2,2,2,2,2,10,100.0,coastal
Fullerton,CA,140054,22.4,"Fullerton, CA",33.870821,-117.929416,,,99279.0,791000.0,65.5,18.6,75.6,55.4,84.0,47.5,12.22,59.1,13.3,Long Beach,6.2,Parnell Storybook Zoo,4.3,Knott's Soak City,106.6,Channel Islands NP,29.9,Angeles NF CA,ocean,24.4,171.0,5.0,42.5,70.9,Mount San Jacinto SP CA,36.5,False,True,False,1,25.0,2,2,2,1,2,9,90.0,coastal
Meridian,ID,139740,35.1,"Meridian, ID",43.608629,-116.392326,,,93296.0,425800.0,54.3,12.4,65.8,42.8,90.4,27.1,5.78,25.2,9.0,Boise,9.5,Zoo Boise,1.2,Wahooz,286.3,Grand Teton NP,52.2,Boise NF ID,none,386.4,2608.0,2.0,16.0,130.7,Hells Canyon NRA ID,63.3,True,True,True,4,100.0,0,0,0,0,0,0,0.0,foothills
Torrance,CA,139576,20.5,"Torrance, CA",33.837139,-118.341361,,,109554.0,962300.0,62.7,17.1,70.1,55.2,75.4,47.1,12.22,59.1,8.2,Los Angeles,19.0,Montebello Barnyard Zoo,1.4,Southern California Live Steamers,83.4,Channel Islands NP,37.4,Angeles NF CA,ocean,9.7,95.0,5.0,51.5,88.3,Torrey Pines SP CA,28.3,False,False,False,1,25.0,2,2,2,1,2,9,90.0,coastal
Stamford,CT,139134,37.6,"Stamford, CT",41.05343,-73.538734,972679.0,,100718.0,584700.0,53.5,11.9,61.1,45.9,81.4,27.7,10.34,49.2,25.9,LaGuardia New York,8.3,Unknown,9.3,Rye Playland,35.0,Fire Island NS,286.5,Allegheny NF PA,ocean,34.3,49.0,6.0,41.0,31.0,Harriman State Park NY,53.7,True,True,True,4,100.0,2,2,2,2,2,10,100.0,coastal
West Valley City,UT,138144,35.8,"West Valley City, UT",40.696789,-111.986695,,,81719.0,333600.0,53.9,12.2,64.7,43.1,90.5,24.9,11.0,52.6,6.4,Salt Lake City,6.7,Tracy Aviary,6.8,Richochet Canyon Amusement Park,170.6,Great Basin NP,36.1,Wasatch Cache NF UT,none,584.3,4275.0,4.0,35.0,30.0,Antelope Island SP UT,65.6,True,True,True,4,100.0,0,0,1,1,1,3,30.0,mountains
Orange,CA,137941,25.7,"Orange, CA",33.750631,-117.872231,,,109335.0,848200.0,65.2,18.4,75.2,55.2,82.9,47.8,5.6,24.2,5.2,John Wayne Orange County,1.8,Santa Ana Zoo at Prentice Park,4.8,Disney California Adventure,111.0,Channel Islands NP,38.6,Angeles NF CA,ocean,24.9,135.0,6.0,44.0,67.3,Torrey Pines SP CA,35.1,False,True,False,1,25.0,2,2,2,1,2,9,90.0,coastal
Cedar Rapids,IA,137904,72.1,"Cedar Rapids, IA",41.975887,-91.670405,278677.0,"Cedar Rapids, IA MSA",66895.0,167900.0,49.8,9.9,58.2,41.4,82.3,15.7,10.38,49.4,107.4,Des Moines,2.4,Petting Zoo,45.7,Ara Matua,239.4,Indiana Dunes NP,276.9,Nicolet NF WI,none,201.8,702.0,1.0,3.5,81.2,Effigy Mounds IA,66.6,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
Warren,MI,137686,34.4,"Warren, MI",42.493257,-83.006275,4400578.0,,61633.0,169300.0,50.6,10.3,58.9,42.3,81.6,22.9,8.65,40.3,26.2,Detroit Metro,10.3,Belle Isle Nature Center,10.8,C.J. Barrymore's,111.8,Cuyahoga Valley NP,163.3,Huron Manistee NF MI,great_lakes,46.6,630.0,0.0,16.0,150.2,Presque Isle SP PA,58.7,True,True,True,4,100.0,1,1,1,1,0,4,40.0,great_lakes
Hampton,VA,137596,51.5,"Hampton, VA",37.026441,-76.344285,,,64430.0,219800.0,62.3,16.8,68.9,55.7,85.5,38.6,8.98,42.0,20.5,Norfolk,8.1,Peninsula SPCA Petting Zoo,21.8,Busch Gardens Williamsburg,95.5,Assateague Island NS,191.1,George Washington NF VA,ocean,9.1,16.0,2.0,32.0,97.1,Assateague SP MD,46.9,False,True,True,2,50.0,0,0,0,0,0,0,0.0,coastal
New Haven,CT,137562,18.7,"New Haven, CT",41.308214,-72.925052,576718.0,"New Haven, CT MSA",54305.0,236500.0,53.0,11.7,60.4,45.6,80.0,27.5,11.23,53.8,45.3,Hartford Bradley,15.0,Beardsley Zoological Gardens,19.1,Quassy Amusement Park,48.3,Fire Island NS,316.0,Allegheny NF PA,ocean,48.1,46.0,4.0,38.0,61.6,Harriman State Park NY,52.5,True,True,True,4,100.0,2,2,2,2,2,10,100.0,coastal
Pasadena,CA,137195,23.0,"Pasadena, CA",34.147651,-118.144155,,,97818.0,981600.0,65.2,18.4,76.4,54.0,87.5,45.6,12.22,59.1,12.8,Burbank Hollywood,8.3,Los Angeles Zoo,12.1,Universal Studios Hollywood,94.2,Channel Islands NP,13.4,Angeles NF CA,ocean,22.8,876.0,5.0,53.5,86.3,Mount San Jacinto SP CA,41.9,False,True,True,2,50.0,1,1,1,0,1,4,40.0,coastal
Kent,WA,136588,33.8,"Kent, WA",47.38269,-122.227027,,,86966.0,478400.0,52.0,11.1,59.5,44.5,74.9,35.5,8.7,40.5,6.0,Seattle-Tacoma,13.6,Cougar Mountain Zoo,5.8,Tukwila Family Fun Center,42.0,Mount Rainier NP,54.5,Mt Baker NF WA,ocean,8.2,43.0,8.0,62.0,60.2,Olympic SP WA,39.4,False,False,False,1,25.0,1,1,0,1,1,4,40.0,coastal
Dayton,OH,136346,55.8,"Dayton, OH",39.758948,-84.191607,821740.0,,41443.0,86200.0,54.4,12.4,63.0,45.7,83.0,26.3,9.93,47.0,10.0,Dayton,8.0,Unknown,28.9,Kings Island,173.5,Cuyahoga Valley NP,147.2,Wayne NF OH,none,143.5,748.0,0.0,7.0,198.7,Indiana Dunes SP IN,56.7,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
Fargo,ND,136285,49.8,"Fargo, ND",46.877229,-96.789821,267793.0,"Fargo, ND-MN MSA",64432.0,254900.0,43.5,6.4,52.7,34.4,81.8,5.1,11.74,56.5,3.2,Fargo,3.7,Red River Zoo,3.7,Thunder Road Family Fun Park,215.6,Voyageurs NP,133.6,Chippewa NF MN,none,222.3,909.0,1.0,5.5,78.3,Itasca SP MN,76.7,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
Lewisville,TX,135983,37.0,"Lewisville, TX",33.046233,-96.994174,,,82006.0,328300.0,66.6,19.2,74.8,58.5,90.8,41.2,9.08,42.5,10.4,Dallas/Fort Worth,23.1,Texas Discovery Gardens,6.2,LEGOLAND Discovery Center Dallas/Fort Worth,249.1,Hot Springs NP,184.0,Sam Houston NF TX,none,288.8,525.0,0.0,2.0,271.5,Lost Maples SP TX,49.6,False,True,True,2,50.0,1,1,1,1,1,5,50.0,plains
Carrollton,TX,135456,36.7,"Carrollton, TX",32.951547,-96.903424,,,95380.0,327300.0,66.8,19.3,75.6,57.9,91.8,40.7,7.47,34.1,7.8,Dallas Love Field,14.7,Texas Discovery Gardens,8.2,LEGOLAND Discovery Center Dallas/Fort Worth,247.2,Hot Springs NP,175.7,Sam Houston NF TX,none,280.4,463.0,0.0,2.0,269.3,Lost Maples SP TX,51.1,False,True,True,2,50.0,1,1,1,1,1,5,50.0,plains
Round Rock,TX,135359,37.6,"Round Rock, TX",30.508592,-97.678806,2550637.0,,91888.0,337500.0,68.6,20.3,77.7,59.6,91.7,44.3,9.75,46.1,21.4,Austin-Bergstrom,15.7,Sweet Eats Adventure Farm & Petting Zoo,3.3,Austin’s Park,240.3,Padre Island NS,130.5,Sam Houston NF TX,none,187.3,738.0,0.0,4.0,124.9,Lost Maples SP TX,47.4,False,True,True,2,50.0,0,0,0,0,1,1,10.0,plains
Sterling Heights,MI,134342,36.4,"Sterling Heights, MI",42.580312,-83.030203,,,75381.0,243400.0,50.6,10.3,58.9,42.4,81.5,22.9,6.74,30.2,30.1,Detroit Metro,16.5,Belle Isle Nature Center,7.6,C.J. Barrymore's,117.1,Cuyahoga Valley NP,158.5,Huron Manistee NF MI,great_lakes,43.2,617.0,0.0,16.0,152.2,Presque Isle SP PA,58.6,True,True,True,4,100.0,1,1,1,1,0,4,40.0,great_lakes
Santa Clara,CA,133132,18.3,"Santa Clara, CA",37.354113,-121.955174,1995484.0,,165352.0,1440200.0,62.1,16.7,72.4,51.7,84.5,44.0,13.44,65.5,1.6,San Jose,5.4,Happy Hollow Park and Zoo,3.0,California's Great America,69.8,Point Reyes NS,138.2,Eldorado NF CA,ocean,16.8,75.0,4.0,45.0,59.0,Point Lobos SP CA,40.5,False,True,True,2,50.0,1,1,1,1,1,5,50.0,coastal
Norman,OK,131010,178.8,"Norman, OK",35.222572,-97.439482,,,62849.0,224900.0,62.3,16.8,71.6,53.1,90.2,33.7,8.24,38.1,14.9,Oklahoma City,17.9,By His Hands Mini Farm,5.7,Heyday,254.4,Hot Springs NP,201.7,Ouachita NF AR,none,426.9,1175.0,0.0,0.0,242.5,Palo Duro Canyon SP TX,56.5,True,True,True,4,100.0,0,0,1,0,0,1,10.0,plains
Columbia,MO,130900,66.5,"Columbia, MO",38.951883,-92.333737,219426.0,"Columbia, MO MSA",60455.0,248600.0,56.2,13.4,65.3,47.2,86.0,26.0,10.41,49.5,106.8,St. Louis Lambert,71.7,Big Joel's Safari,4.6,Midway Golf and Games,118.2,Gateway Arch NP,129.1,Mark Twain NF MO,none,317.9,709.0,0.0,7.0,239.6,Starved Rock SP IL,60.0,True,True,True,4,100.0,0,0,0,0,0,0,0.0,hills
Abilene,TX,130501,106.7,"Abilene, TX",32.44645,-99.747591,184278.0,"Abilene, TX MSA",59254.0,161800.0,67.1,19.5,77.6,56.6,94.4,38.5,7.32,33.3,146.8,Lubbock,3.3,The Abilene Zoo,114.2,Dinosaur World,282.2,Carlsbad Caverns NP,277.9,Sam Houston NF TX,none,349.5,1742.0,0.0,2.0,182.5,Lost Maples SP TX,55.9,False,True,True,2,50.0,0,0,0,0,0,0,0.0,plains
Pearland,TX,129620,48.7,"Pearland, TX",29.563976,-95.28643,,,111123.0,311100.0,70.4,21.3,77.8,63.0,88.9,49.6,9.08,42.5,29.5,George Bush Houston,11.4,Bayou Safari Wildlife Park,14.7,Downtown Aquarium,215.8,Padre Island NS,79.3,Sam Houston NF TX,none,85.0,49.0,1.0,12.5,259.9,Lost Maples SP TX,39.3,False,True,False,1,25.0,1,1,1,0,1,4,40.0,plains
Athens,GA,128691,116.3,"Athens, GA",33.959768,-83.376398,223689.0,"Athens-Clarke County, GA MSA",,,63.6,17.6,72.9,54.2,87.9,39.4,6.42,28.5,64.4,Hartsfield-Jackson Atlanta,2.4,Bear Hollow Zoo,64.9,Enota Mountain Retreat,114.1,Great Smoky Mountains NP,62.8,Chattahoochee NF GA,none,216.3,774.0,4.0,27.0,48.6,Stone Mountain SP GA,48.5,False,True,True,2,50.0,0,0,0,0,0,0,0.0,plains
College Station,TX,128023,51.2,"College Station, TX",30.618394,-96.345599,287462.0,,52397.0,305800.0,69.7,20.9,78.7,60.7,92.9,45.4,7.0,31.6,74.2,George Bush Houston,61.0,Columbus Zoo,10.1,Santa's Wonderland,254.8,Padre Island NS,50.7,Sam Houston NF TX,none,156.8,364.0,1.0,8.5,202.7,Lost Maples SP TX,47.5,False,True,True,2,50.0,0,0,0,0,1,1,10.0,plains
Clovis,CA,127993,25.4,"Clovis, CA",36.825228,-119.702919,,,98554.0,420700.0,66.1,18.9,79.2,53.0,101.0,38.9,7.84,36.0,3.5,Fresno Yosemite,8.2,Fresno Chaffee Zoo,6.8,Wild Water Adventures,63.8,Kings Canyon NP,34.1,Sierra NF CA,none,118.9,364.0,6.0,44.0,122.1,Big Sur CA,62.1,False,True,True,2,50.0,0,0,0,0,0,0,0.0,valley
West Palm Beach,FL,127744,53.8,"West Palm Beach, FL",26.715364,-80.053294,6457988.0,,64044.0,324800.0,76.3,24.6,81.0,71.7,85.8,64.4,10.47,49.8,3.4,Palm Beach,3.4,Palm Beach Zoo & Conservation Society,16.8,Safari World,88.0,Biscayne NP,207.5,Ocala NF FL,ocean,3.5,20.0,2.0,47.0,19.8,Jonathan Dickinson SP FL,21.4,False,True,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Allentown,PA,127138,17.6,"Allentown, PA",40.602255,-75.471611,886418.0,,52449.0,168800.0,53.6,12.0,62.4,44.9,82.9,26.7,11.33,54.4,51.7,Philadelphia,9.0,Lehigh Valley Zoo,3.6,Dorney Park,121.3,Fire Island NS,196.6,Allegheny NF PA,none,77.6,367.0,7.0,30.0,28.3,Hickory Run SP PA,56.2,True,True,True,4,100.0,1,1,1,1,1,5,50.0,plains
North Charleston,SC,126005,77.6,"North Charleston, SC",32.85462,-79.97481,869940.0,,58534.0,243300.0,67.4,19.7,75.1,59.8,86.4,46.1,9.2,43.2,4.9,Charleston SC,3.1,Animal Forest,8.8,Unknown,79.9,Congaree NP,28.7,Francis Marion NF SC,ocean,5.8,23.0,2.0,43.0,127.3,Cheraw SP SC,40.3,False,True,True,2,50.0,0,0,0,0,0,0,0.0,coastal
Simi Valley,CA,125778,41.5,"Simi Valley, CA",34.26774,-118.753807,,,112144.0,704200.0,66.6,19.2,77.2,56.0,88.9,47.1,12.22,59.1,23.1,Burbank Hollywood,5.4,America's Teaching Zoo,14.1,Six Flags Magic Mountain,61.4,Channel Islands NP,43.2,Angeles NF CA,ocean,23.5,866.0,2.0,38.0,122.2,Mount San Jacinto SP CA,41.8,False,True,True,2,50.0,2,2,2,1,2,9,90.0,coastal
Topeka,KS,125467,61.4,"Topeka, KS",39.049011,-95.677556,232648.0,"Topeka, KS MSA",54052.0,124700.0,56.4,13.6,65.4,47.4,86.9,25.2,9.53,44.9,54.5,Kansas City,2.6,Topeka Zoo,43.4,Kansas City Renaissance Festival,297.7,Gateway Arch NP,260.9,Mark Twain NF MO,none,468.4,945.0,0.0,0.0,364.3,Effigy Mounds IA,61.7,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
Wilmington,NC,125284,51.4,"Wilmington, NC",34.235285,-77.948728,480522.0,"Wilmington, NC MSA",58908.0,318600.0,65.5,18.6,72.7,58.3,85.1,43.9,12.25,59.2,122.8,Raleigh-Durham,0.2,Cape Fear Serpentarium,5.3,Jungle Rapids,165.4,Congaree NP,123.5,Francis Marion NF SC,ocean,8.9,39.0,0.0,23.0,115.9,Cheraw SP SC,41.2,False,True,True,2,50.0,0,0,0,1,0,1,10.0,coastal
Lakeland,FL,124990,66.2,"Lakeland, FL",28.039465,-81.949804,852878.0,,58290.0,207800.0,73.6,23.1,82.2,65.0,88.0,54.6,8.13,37.5,35.9,Tampa,31.8,Petting zoo,14.8,Unknown,199.5,Biscayne NP,87.3,Ocala NF FL,ocean,35.0,207.0,2.0,28.0,61.7,Myakka River SP FL,33.4,False,True,False,1,25.0,1,1,0,1,0,3,30.0,coastal
Thousand Oaks,CA,124229,55.3,"Thousand Oaks, CA",34.170561,-118.837594,835427.0,,125399.0,900600.0,64.6,18.1,74.2,55.1,84.3,46.6,11.69,56.3,27.5,Burbank Hollywood,9.0,America's Teaching Zoo,22.3,Six Flags Magic Mountain,55.1,Channel Islands NP,48.8,Angeles NF CA,ocean,22.6,892.0,2.0,38.0,124.7,Torrey Pines SP CA,37.7,False,True,False,1,25.0,2,2,2,1,2,9,90.0,coastal
Concord,CA,124016,30.6,"Concord, CA",37.976852,-122.033562,,,107789.0,706700.0,60.8,16.0,71.0,50.5,82.7,43.1,8.22,38.0,31.0,San Francisco,15.8,Tava's Jungleland,1.1,Pixieland Amusement Park,46.5,Point Reyes NS,114.6,Eldorado NF CA,ocean,23.5,85.0,2.0,41.0,81.2,Salt Point SP CA,39.6,False,True,False,1,25.0,1,0,1,0,1,3,30.0,coastal
Rochester,MN,123624,55.5,"Rochester, MN",44.023439,-92.463018,230742.0,"Rochester, MN MSA",83973.0,268800.0,46.3,7.9,54.6,37.9,80.1,11.0,9.44,44.4,70.3,Minneapolis-Saint Paul,10.1,Bison Pen,1.4,County Fair Midway,308.6,Voyageurs NP,172.2,Nicolet NF WI,none,192.6,1004.0,1.0,5.5,89.9,Effigy Mounds IA,69.1,True,True,True,4,100.0,1,1,1,1,1,5,50.0,plains
Vallejo,CA,123475,30.4,"Vallejo, CA",38.104086,-122.256637,455101.0,"Vallejo, CA MSA",86112.0,515500.0,59.8,15.4,68.7,50.9,78.2,43.4,12.22,59.1,34.0,San Francisco,2.7,Tava's Jungleland,2.6,Seaside Junction,34.2,Point Reyes NS,121.4,Eldorado NF CA,ocean,19.4,79.0,2.0,50.0,66.2,Salt Point SP CA,34.8,False,True,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Ann Arbor,MI,122925,28.2,"Ann Arbor, MI",42.281372,-83.748462,373875.0,"Ann Arbor, MI MSA",78546.0,416500.0,50.2,10.1,58.4,41.9,80.9,21.8,10.24,48.6,20.7,Detroit Metro,25.8,Taylor Petting Farm,6.4,German Park,132.1,Cuyahoga Valley NP,148.0,Huron Manistee NF MI,none,76.4,837.0,0.0,11.0,179.0,Indiana Dunes SP IN,59.1,True,True,True,4,100.0,1,1,1,1,0,4,40.0,plains
Broken Arrow,OK,122756,63.0,"Broken Arrow, OK",36.052599,-95.790819,,,82547.0,210800.0,61.7,16.5,70.4,53.0,88.9,33.4,8.24,38.1,11.4,Tulsa,12.8,Tulsa Zoo,9.4,Paradise Beach Water Park,187.8,Hot Springs NP,147.3,Ouachita NF AR,none,444.6,761.0,0.0,7.0,342.5,Palo Duro Canyon SP TX,55.5,True,True,True,4,100.0,0,0,1,0,0,1,10.0,plains
Fairfield,CA,122646,41.6,"Fairfield, CA",38.249358,-122.039966,,,98857.0,546200.0,61.2,16.2,71.6,50.8,83.3,42.6,7.08,32.0,39.2,Sacramento,13.1,Tava's Jungleland,4.9,Scandia Golfland,47.8,Point Reyes NS,106.7,Eldorado NF CA,ocean,34.8,16.0,2.0,44.0,72.5,Salt Point SP CA,40.7,False,True,True,2,50.0,1,1,1,1,1,5,50.0,coastal
Lafayette,LA,122280,55.8,"Lafayette, LA",30.226219,-92.01782,419704.0,"Lafayette, LA MSA",58850.0,234900.0,69.3,20.7,77.0,61.6,87.9,47.9,7.67,35.1,106.6,New Orleans,8.9,Zoosiana,5.4,Kart Ranch,302.0,Hot Springs NP,146.2,Angelina NF TX,none,63.8,46.0,0.0,6.0,264.3,Gulf State Park AL,40.0,False,True,True,2,50.0,1,0,1,0,0,2,20.0,lowlands
Hartford,CT,122129,17.4,"Hartford, CT",41.764582,-72.690855,1169048.0,,41841.0,198900.0,52.5,11.4,61.4,43.5,82.7,24.6,10.02,47.5,12.0,Hartford Bradley,8.9,Lutz Animal Room,6.1,Stone Age Mini Golf @ Nmad's,81.9,Fire Island NS,326.5,Allegheny NF PA,ocean,48.1,66.0,4.0,34.0,58.7,Mohawk Trail SP MA,58.1,True,True,True,4,100.0,0,0,0,0,0,0,0.0,coastal
Arvada,CO,121873,38.9,"Arvada, CO",39.80055,-105.081157,,,106014.0,553000.0,50.1,10.1,63.2,37.0,86.9,18.4,7.01,31.6,22.0,Denver,6.0,Butterfly Pavilion,2.0,Lakeside Amusement Park,49.2,Rocky Mountain NP,61.5,Arapaho Roosevelt NF CO,none,811.8,5344.0,8.0,64.0,9.4,Red Rocks Park CO,68.5,True,True,True,4,100.0,1,1,1,1,1,5,50.0,mountains
Berkeley,CA,121749,10.4,"Berkeley, CA",37.870839,-122.272863,,,104716.0,1280300.0,58.1,14.5,66.6,49.6,73.1,43.4,13.14,63.9,18.2,San Francisco,10.9,Oakland Zoo,4.3,Children's Fairyland,35.4,Point Reyes NS,129.6,Eldorado NF CA,ocean,8.5,167.0,3.0,48.5,75.2,Salt Point SP CA,29.7,False,False,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Independence,MO,121629,78.0,"Independence, MO",39.092479,-94.413792,,,57415.0,150800.0,56.2,13.4,64.8,47.5,86.1,25.5,8.58,39.9,21.4,Kansas City,8.6,Kansas City Zoo & Aquarium,6.8,Worlds of Fun,230.3,Gateway Arch NP,205.5,Mark Twain NF MO,none,406.5,1017.0,0.0,0.0,323.4,Effigy Mounds IA,60.6,True,True,True,4,100.0,1,1,0,0,1,3,30.0,hills
Billings,MT,121483,44.8,"Billings, MT",45.787496,-108.49607,192531.0,"Billings, MT MSA",69692.0,285300.0,48.7,9.3,59.8,37.5,85.9,17.9,7.77,35.6,2.7,Billings,7.1,Unknown,236.8,Funland at the Zoo,138.9,Yellowstone NP,99.1,Gallatin NF MT,none,667.0,3123.0,2.0,26.0,73.1,Beartooth Scenic Highway MT,68.0,True,True,True,4,100.0,0,0,0,0,0,0,0.0,foothills
Cambridge,MA,121186,6.4,"Cambridge, MA",42.365635,-71.104002,5025517.0,,121539.0,997600.0,51.8,11.0,59.8,43.7,80.8,24.6,11.89,57.3,4.8,Logan Boston,4.2,Franklin Park Zoo,2.4,LEGOLAND Discovery Center,65.8,Cape Cod NS,409.9,Allegheny NF PA,ocean,7.0,26.0,2.0,30.0,93.2,Mohawk Trail SP MA,56.2,True,True,True,4,100.0,1,1,1,1,1,5,50.0,coastal
