city,state,population,metro_population,median_household_income,median_home_price,lat,lon,avg_temp_f,avg_temp_c,avg_high_f,avg_low_f,avg_summer_high_f,avg_winter_low_f,walkability_score,walkability_score_100,dist_airport_miles,nearest_airport,dist_zoo_miles,nearest_zoo,dist_theme_park_miles,nearest_theme_park,dist_natl_park_miles,nearest_natl_park,dist_natl_forest_miles,nearest_natl_forest,coastline_type,dist_coast_miles,elevation_ft,parks_within_100mi,nature_score,dist_state_park_miles,nearest_state_park,temp_range_f,has_winter,has_summer,has_spring_fall,seasons_count,seasons_score,nfl_teams,mlb_teams,nba_teams,nhl_teams,mls_teams,total_pro_teams,sports_score,environment_type
Dunwoody,GA,51683,6411149.0,106710.0,545200.0,33.9463786,-84.3342686,,,,,,,7.59,34.7,21.7,Hartsfield-Jackson Atlanta,94.4,Chattanooga Zoo TN,9.3,Six Flags White Water GA,124.4,Great Smoky Mountains NP,66.3,Chattahoochee NF GA,none,260.4,1142.0,5.0,29.5,12.7,Stone Mountain SP GA,,,,,,,0,0,0,0,0,0,0.0,hills
Cathedral City,CA,51493,4744214.0,63209.0,381800.0,33.7810031,-116.464076,,,,,,,12.22,59.1,68.0,Ontario California,56.4,San Diego Safari Park CA,66.6,LEGOLAND California CA,33.0,Joshua Tree NP,34.7,San Bernardino NF CA,none,67.3,312.0,7.0,55.0,13.6,Mount San Jacinto SP CA,,,,,,,0,0,0,0,0,0,0.0,desert
Delano,CA,51428,922529.0,53639.0,246900.0,35.7688425,-119.247053,,,,,,,12.22,59.1,74.3,Fresno Yosemite,74.0,Fresno Chaffee Zoo CA,99.7,Six Flags Magic Mountain CA,62.4,Sequoia NP,72.9,Los Padres NF CA,none,96.5,312.0,4.0,39.0,147.6,Big Sur CA,,,,,,,0,0,0,0,0,0,0.0,valley
Troy,NY,51401,913485.0,54837.0,177100.0,42.7284117,-73.6917878,,,,,,,9.97,47.2,5.8,Albany,81.7,Utica Zoo NY,72.9,Six Flags New England MA,147.2,Fire Island NS,283.4,Allegheny NF PA,none,131.5,56.0,4.0,15.0,41.3,Mohawk Trail SP MA,,,,,,,0,0,0,0,0,0,0.0,plains
Collierville,TN,51324,1339345.0,129729.0,409000.0,35.042036,-89.6645266,,,,,,,7.31,33.2,17.7,Memphis,22.4,Memphis Zoo TN,234.6,Silver Dollar City MO,195.4,Hot Springs NP,176.2,Shawnee NF IL,none,323.0,387.0,0.0,6.0,234.2,DeSoto SP AL,,,,,,,0,0,0,0,0,0,0.0,plains
Enid,OK,51308,62007.0,60790.0,136500.0,36.3967623,-97.8791341,,,,,,,7.73,35.4,70.9,Oklahoma City,64.1,Oklahoma City Zoo OK,253.4,Silver Dollar City MO,301.8,Hot Springs NP,254.9,Ouachita NF AR,none,509.7,1253.0,0.0,0.0,238.5,Palo Duro Canyon SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
Covina,CA,51268,12927614.0,89650.0,628600.0,34.0877926,-117.8891164,,,,,,,12.22,59.1,16.7,Ontario California,23.9,LA Zoo CA,17.9,Knott's Berry Farm CA,108.5,Channel Islands NP,15.9,Angeles NF CA,ocean,35.6,558.0,5.0,43.5,71.1,Mount San Jacinto SP CA,,,,,,,0,0,0,0,0,0,0.0,coastal
Rosemead,CA,51185,12927614.0,70073.0,684200.0,34.0808629,-118.073219,,,,,,,12.22,59.1,18.3,Burbank Hollywood,13.8,LA Zoo CA,16.5,Universal Studios Hollywood CA,98.0,Channel Islands NP,15.7,Angeles NF CA,ocean,25.1,335.0,6.0,47.0,81.2,Mount San Jacinto SP CA,,,,,,,0,0,0,0,0,0,0.0,coastal
Palm Desert,CA,51163,4744214.0,75691.0,452000.0,33.7288179,-116.382571,,,,,,,12.22,59.1,73.6,Ontario California,56.3,San Diego Safari Park CA,67.9,LEGOLAND California CA,29.4,Joshua Tree NP,34.8,Cleveland NF CA,none,69.2,184.0,6.0,54.0,18.9,Mount San Jacinto SP CA,,,,,,,0,0,0,0,0,0,0.0,desert
Cuyahoga Falls,OH,51114,702209.0,67922.0,160400.0,41.1362729,-81.4828123,,,,,,,8.71,40.6,27.0,Cleveland Hopkins,24.4,Cleveland Metroparks Zoo OH,67.0,Cedar Point OH,10.9,Cuyahoga Valley NP,126.7,Wayne NF OH,great_lakes,41.6,1033.0,2.0,38.0,69.0,McConnells Mill SP PA,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Mishawaka,IN,51063,325294.0,51543.0,128200.0,41.6611642,-86.1807031,,,,,,,7.29,33.1,81.7,Midway Chicago,66.3,Fort Wayne Children's Zoo IN,81.6,Indiana Beach IN,45.1,Indiana Dunes NP,165.1,Huron Manistee NF MI,none,68.3,725.0,2.0,33.0,47.8,Indiana Dunes SP IN,,,,,,,0,0,0,0,0,0,0.0,plains
East Hartford,CT,51045,1169048.0,64244.0,201500.0,41.767914,-72.644512,,,,,,,10.02,47.5,12.0,Hartford Bradley,49.0,Beardsley Zoo CT,18.9,Six Flags New England MA,82.9,Fire Island NS,328.9,Allegheny NF PA,ocean,46.5,43.0,4.0,34.0,58.9,Mohawk Trail SP MA,,,,,,,0,0,0,0,0,0,0.0,coastal
Draper,UT,51017,1300762.0,126041.0,663400.0,40.5247777,-111.8627989,,,,,,,11.0,52.6,19.3,Salt Lake City,16.7,Hogle Zoo UT,38.5,Lagoon UT,167.8,Great Basin NP,32.0,Wasatch Cache NF UT,none,579.5,4514.0,4.0,35.0,43.5,Antelope Island SP UT,,,,,,,0,0,0,0,0,0,0.0,mountains
Middletown,OH,50987,2302815.0,50457.0,135200.0,39.516644,-84.4041725,,,,,,,9.15,42.9,28.4,Dayton,26.4,Cincinnati Zoo OH,14.0,Kings Island OH,185.3,Mammoth Cave NP,136.4,Hoosier NF IN,none,163.6,653.0,0.0,7.0,184.4,Mammoth Cave Area KY,,,,,,,0,0,0,0,0,0,0.0,plains
Lakewood,OH,50942,2171877.0,63299.0,221100.0,41.4819932,-81.7981908,,,,,,,12.03,58.1,5.5,Cleveland Hopkins,5.2,Cleveland Metroparks Zoo OH,46.2,Cedar Point OH,18.3,Cuyahoga Valley NP,145.3,Allegheny NF PA,great_lakes,34.5,702.0,2.0,35.0,92.5,McConnells Mill SP PA,,,,,,,1,1,1,1,1,5,50.0,great_lakes
East Honolulu,HI,50922,998747.0,151224.0,1117200.0,21.2891309,-157.7173915,,,,,,,9.99,47.3,13.6,Honolulu,7.1,Honolulu Zoo HI,19.3,Wet n Wild Hawaii HI,108.4,Haleakala NP,2449.9,Los Padres NF CA,ocean,5.4,3.0,0.0,21.0,136.3,Na Pali Coast SP HI,,,,,,,0,0,0,0,0,0,0.0,coastal
Summerville,SC,50915,869940.0,73712.0,276600.0,33.0186699,-80.1762704,,,,,,,5.1,21.6,11.4,Charleston SC,84.8,Riverbanks Zoo SC,150.2,Carowinds NC,63.9,Congaree NP,30.3,Francis Marion NF SC,ocean,22.0,85.0,2.0,37.0,117.0,Cheraw SP SC,,,,,,,0,0,0,0,0,0,0.0,coastal
Murray,UT,50637,1300762.0,81693.0,415700.0,40.6667841,-111.888417,,,,,,,6.19,27.3,9.7,Salt Lake City,7.7,Hogle Zoo UT,28.7,Lagoon UT,173.0,Great Basin NP,31.0,Wasatch Cache NF UT,none,586.1,4304.0,4.0,35.0,34.1,Antelope Island SP UT,,,,,,,0,0,0,0,0,0,0.0,mountains
Grapevine,TX,50631,8344032.0,107165.0,431800.0,32.9337381,-97.0788754,,,,,,,9.08,42.5,3.2,Dallas/Fort Worth,20.5,Dallas Zoo TX,12.2,Six Flags Over Texas TX,256.9,Hot Springs NP,179.8,Sam Houston NF TX,none,286.2,640.0,0.0,2.0,262.3,Lost Maples SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
Milford,CT,50558,,,,41.2222218,-73.0570603,,,,,,,11.23,53.8,52.5,LaGuardia New York,7.8,Beardsley Zoo CT,36.5,Rye Playland NY,41.1,Fire Island NS,309.8,Allegheny NF PA,none,55.3,39.0,4.0,33.0,54.4,Harriman State Park NY,,,,,,,0,0,0,0,0,0,0.0,plains
Columbus,IN,50474,84741.0,75114.0,211700.0,39.2014405,-85.9213796,,,,,,,9.16,42.9,40.8,Indianapolis,41.5,Indianapolis Zoo IN,89.1,Kings Island OH,139.3,Mammoth Cave NP,67.3,Hoosier NF IN,none,191.4,633.0,1.0,15.5,138.4,Mammoth Cave Area KY,,,,,,,0,0,0,0,0,0,0.0,plains
Downers Grove,IL,50247,9408576.0,115461.0,425000.0,41.7936822,-88.0102281,,,,,,,10.47,49.8,13.3,Midway Chicago,9.2,Brookfield Zoo IL,40.0,Six Flags Great America IL,50.4,Indiana Dunes NP,198.5,Huron Manistee NF MI,great_lakes,25.5,719.0,3.0,31.5,48.9,Indiana Dunes SP IN,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Mooresville,NC,50193,2883370.0,82622.0,311600.0,35.5848596,-80.8100724,,,,,,,7.27,33.0,26.6,Charlotte Douglas,59.2,North Carolina Zoo NC,34.0,Carowinds NC,53.8,Blue Ridge Parkway,88.8,Cherokee NF TN,none,195.8,909.0,3.0,28.5,79.9,Cheraw SP SC,,,,,,,0,0,0,0,0,0,0.0,hills
Cypress,CA,50151,12927614.0,117461.0,825800.0,33.8248235,-118.0399368,,,,,,,12.22,59.1,6.4,Long Beach,26.9,LA Zoo CA,2.7,Knott's Berry Farm CA,100.7,Channel Islands NP,32.8,Angeles NF CA,ocean,17.3,52.0,5.0,45.5,76.8,Torrey Pines SP CA,,,,,,,0,0,0,0,0,0,0.0,coastal
Harrisburg,PA,50099,615361.0,46654.0,112100.0,40.2663107,-76.8861122,,,,,,,10.87,51.9,76.2,Baltimore/Washington,66.2,Maryland Zoo MD,12.3,Hersheypark PA,149.3,Shenandoah NP,143.9,Allegheny NF PA,none,69.8,341.0,5.0,19.5,77.4,Black Moshannon SP PA,,,,,,,0,0,0,0,0,0,0.0,plains
St Louis Park,MN,50010,3757952.0,,,44.9475726,-93.3569023,,,,,,,9.18,43.1,7.9,Minneapolis-Saint Paul,10.3,Como Zoo MN,16.5,Valleyfair MN,245.6,Voyageurs NP,158.6,Chippewa NF MN,none,141.6,915.0,0.0,2.0,166.8,Effigy Mounds IA,,,,,,,0,0,0,0,0,0,0.0,plains
Spring Hill,TN,50005,2150553.0,104880.0,389800.0,35.751179,-86.9300023,,,,,,,7.31,33.2,29.5,Nashville,23.9,Nashville Zoo TN,163.4,Holiday World IN,109.2,Mammoth Cave NP,159.2,Shawnee NF IL,none,384.5,761.0,1.0,10.5,86.1,Fall Creek Falls SP TN,,,,,,,0,0,0,0,0,0,0.0,hills
Azusa,CA,50000,12927614.0,81516.0,575800.0,34.1338751,-117.9056046,,,,,,,12.22,59.1,18.3,Ontario California,22.6,LA Zoo CA,20.7,Knott's Berry Farm CA,107.8,Channel Islands NP,12.7,Angeles NF CA,ocean,35.3,617.0,5.0,50.5,73.0,Mount San Jacinto SP CA,,,,,,,0,0,0,0,0,0,0.0,coastal
Chesterfield,MO,49999,2811927.0,137052.0,437000.0,38.6581764,-90.5680617,,,,,,,8.58,39.9,12.4,St. Louis Lambert,15.1,St. Louis Zoo MO,11.9,Six Flags St. Louis MO,20.9,Gateway Arch NP,112.7,Mark Twain NF MO,none,265.3,561.0,1.0,22.5,200.4,Starved Rock SP IL,,,,,,,0,0,0,0,0,0,0.0,hills
Newark,OH,49934,2225377.0,56284.0,162300.0,40.0581205,-82.4012643,,,,,,,12.58,60.9,26.4,Columbus Ohio,39.0,Columbus Zoo OH,99.3,Cedar Point OH,95.1,Cuyahoga Valley NP,71.0,Wayne NF OH,none,100.7,850.0,2.0,23.0,129.7,McConnells Mill SP PA,,,,,,,2,2,2,2,2,10,100.0,plains
Sheboygan,WI,49929,118331.0,59861.0,154300.0,43.7508284,-87.71453,,,,,,,7.22,32.7,56.2,Milwaukee Mitchell,51.4,Milwaukee County Zoo WI,69.1,Michigan's Adventure MI,113.1,Sleeping Bear Dunes NL,111.9,Huron Manistee NF MI,great_lakes,14.9,636.0,0.0,28.0,102.6,Devil's Lake SP WI,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Bedford,TX,49928,8344032.0,80924.0,292100.0,32.844017,-97.1430671,,,,,,,6.28,27.8,7.1,Dallas/Fort Worth,14.3,Fort Worth Zoo TX,7.3,Six Flags Over Texas TX,263.0,Hot Springs NP,176.6,Sam Houston NF TX,none,284.2,600.0,0.0,2.0,255.1,Lost Maples SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
Lincoln,CA,49757,2463127.0,99434.0,594500.0,38.8915741,-121.29318,,,,,,,12.06,58.2,21.0,Sacramento,25.9,Sacramento Zoo CA,72.8,Six Flags Discovery Kingdom CA,103.8,Point Reyes NS,51.1,Tahoe NF CA,none,94.7,171.0,4.0,30.0,76.4,Lake Tahoe NV SP,,,,,,,0,0,0,0,0,0,0.0,valley
East Brunswick,NJ,49715,19940274.0,,,40.4278841,-74.415984,,,,,,,6.62,29.6,22.1,Newark Liberty,33.1,Central Park Zoo NY,20.1,Six Flags Great Adventure NJ,67.4,Fire Island NS,252.8,Allegheny NF PA,ocean,28.8,138.0,6.0,33.0,50.0,Delaware Water Gap NRA,,,,,,,0,0,0,0,0,0,0.0,coastal
Euclid,OH,49692,2171877.0,45018.0,105000.0,41.5931049,-81.5267873,,,,,,,8.71,40.6,20.9,Cleveland Hopkins,14.0,Cleveland Metroparks Zoo OH,60.7,Cedar Point OH,21.7,Cuyahoga Valley NP,130.9,Allegheny NF PA,great_lakes,18.5,617.0,3.0,42.5,84.0,McConnells Mill SP PA,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Cerritos,CA,49578,12927614.0,124460.0,862100.0,33.8644291,-118.0539323,,,,,,,12.22,59.1,6.5,Long Beach,24.2,LA Zoo CA,3.5,Knott's Berry Farm CA,99.6,Channel Islands NP,30.2,Angeles NF CA,ocean,18.1,52.0,6.0,53.0,78.0,Mount San Jacinto SP CA,,,,,,,0,0,0,0,0,0,0.0,coastal
Redford,MI,49504,4400578.0,,,42.3833698,-83.2965971,,,,,,,7.96,36.6,11.9,Detroit Metro,10.1,Detroit Zoo MI,69.8,Cedar Point OH,117.3,Cuyahoga Valley NP,157.6,Huron Manistee NF MI,none,62.4,630.0,0.0,11.0,164.3,Presque Isle SP PA,,,,,,,0,0,0,0,0,0,0.0,plains
Biloxi,MS,49449,426793.0,55775.0,196600.0,30.4007626,-88.8893818,,,,,,,6.55,29.2,86.6,New Orleans,81.5,New Orleans Audubon Zoo LA,82.8,Six Flags New Orleans LA,373.4,Hot Springs NP,244.8,Apalachicola NF FL,ocean,0.6,20.0,1.0,23.5,78.3,Gulf State Park AL,,,,,,,0,0,0,0,0,0,0.0,coastal
Jeffersonville,IN,49447,1394234.0,67566.0,187700.0,38.2770227,-85.7371604,,,,,,,5.56,24.0,7.1,Louisville,89.3,Cincinnati Zoo OH,66.6,Holiday World IN,77.8,Mammoth Cave NP,36.1,Hoosier NF IN,none,254.0,463.0,3.0,29.5,76.9,Mammoth Cave Area KY,,,,,,,0,0,0,0,0,0,0.0,plains
Lawrence,IN,49370,2174833.0,70762.0,193100.0,39.8386516,-86.0252612,,,,,,,8.55,39.7,16.6,Indianapolis,9.8,Indianapolis Zoo IN,63.8,Indiana Beach IN,136.3,Indiana Dunes NP,108.0,Hoosier NF IN,none,149.9,876.0,0.0,9.0,134.0,Indiana Dunes SP IN,,,,,,,0,0,0,0,0,0,0.0,plains
Dublin,OH,49328,2225377.0,158363.0,478400.0,40.0996009,-83.1135563,,,,,,,5.59,24.2,13.7,Columbus Ohio,3.8,Columbus Zoo OH,80.7,Kings Island OH,115.0,Cuyahoga Valley NP,102.2,Wayne NF OH,none,99.0,837.0,0.0,11.0,163.1,McConnells Mill SP PA,,,,,,,0,0,0,0,0,0,0.0,plains
Ceres,CA,49302,556972.0,70191.0,363300.0,37.5949316,-120.9577098,,,,,,,12.22,59.1,55.7,San Jose,67.8,Oakland Zoo CA,57.6,California's Great America CA,77.2,Pinnacles NP,92.8,Eldorado NF CA,none,68.5,92.0,5.0,40.5,91.7,Point Lobos SP CA,,,,,,,0,0,0,0,0,0,0.0,valley
Coral Gables,FL,49248,6457988.0,118203.0,952000.0,25.7331105,-80.2585107,,,,,,,10.47,49.8,4.7,Miami,12.6,Zoo Miami FL,179.4,LEGOLAND Florida FL,20.3,Biscayne NP,263.2,Ocala NF FL,ocean,10.9,36.0,4.0,48.0,72.0,Fakahatchee Strand SP FL,,,,,,,0,0,0,0,0,0,0.0,coastal
Winter Haven,FL,49219,852878.0,56425.0,220800.0,28.0222435,-81.7328568,,,,,,,8.13,37.5,38.3,Orlando,45.2,Tampa Lowry Park Zoo FL,3.0,LEGOLAND Florida FL,192.5,Biscayne NP,88.1,Ocala NF FL,ocean,47.7,167.0,2.0,28.0,66.4,Myakka River SP FL,,,,,,,0,0,0,0,0,0,0.0,coastal
Cedar Hill,TX,49148,8344032.0,84132.0,246300.0,32.5888072,-96.9553675,,,,,,,9.08,42.5,18.8,Dallas Love Field,13.5,Dallas Zoo TX,13.4,Six Flags Over Texas TX,262.1,Hot Springs NP,155.9,Sam Houston NF TX,none,263.9,830.0,0.0,2.0,247.9,Lost Maples SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
Everett,MA,49075,5025517.0,77796.0,557700.0,42.4085897,-71.0542002,,,,,,,11.63,55.9,3.7,Logan Boston,7.6,Franklin Park Zoo MA,83.8,Six Flags New England MA,65.5,Cape Cod NS,412.7,Allegheny NF PA,ocean,8.0,82.0,2.0,30.0,95.2,Mohawk Trail SP MA,,,,,,,1,1,0,1,1,4,40.0,coastal
Barnstable,MA,48916,232570.0,,,41.7004049,-70.3001922,,,,,,,8.97,41.9,58.4,Providence Green,58.1,Franklin Park Zoo MA,121.5,Six Flags New England MA,16.4,Cape Cod NS,450.2,Allegheny NF PA,none,54.9,39.0,1.0,25.5,147.2,Mohawk Trail SP MA,,,,,,,0,0,0,0,0,0,0.0,plains
Portage,MI,48891,264780.0,74837.0,222600.0,42.2011538,-85.5800022,,,,,,,6.79,30.5,47.0,Grand Rapids,63.1,Potter Park Zoo MI,93.1,Michigan's Adventure MI,84.8,Indiana Dunes NP,124.2,Huron Manistee NF MI,none,54.2,902.0,2.0,22.0,88.7,Indiana Dunes SP IN,,,,,,,0,0,0,0,0,0,0.0,plains
Charleston,WV,48864,202091.0,58902.0,172800.0,38.3505995,-81.6332812,,,,,,,8.05,37.1,132.2,Columbus Ohio,119.9,Roanoke Zoo VA,157.8,Kings Island OH,172.8,Shenandoah NP,65.9,Wayne NF OH,none,224.5,627.0,2.0,15.0,156.7,Ohiopyle SP PA,,,,,,,0,0,0,0,0,0,0.0,hills
West Orange,NJ,48843,19940274.0,,,40.7987113,-74.2390353,,,,,,,11.87,57.2,8.3,Newark Liberty,14.2,Central Park Zoo NY,31.9,Rye Playland NY,57.5,Fire Island NS,254.2,Allegheny NF PA,ocean,14.3,479.0,7.0,45.0,28.6,Harriman State Park NY,,,,,,,0,0,0,0,0,0,0.0,coastal
Poway,CA,48841,3298799.0,135605.0,911500.0,32.9628234,-117.035864,,,,,,,12.22,59.1,18.2,San Diego,9.5,San Diego Safari Park CA,17.6,SeaWorld San Diego CA,90.8,Joshua Tree NP,30.3,Cleveland NF CA,ocean,20.5,522.0,6.0,52.0,15.9,Torrey Pines SP CA,,,,,,,0,0,0,0,0,0,0.0,coastal
Titusville,FL,48789,658447.0,56700.0,207900.0,28.6126236,-80.8079545,,,,,,,10.04,47.6,32.9,Orlando,37.3,Central Florida Zoo FL,41.2,Universal Orlando FL,216.8,Biscayne NP,76.5,Ocala NF FL,ocean,44.0,13.0,1.0,19.5,119.2,Jonathan Dickinson SP FL,,,,,,,0,0,0,0,0,0,0.0,coastal
Hattiesburg,MS,48730,156575.0,41024.0,146600.0,31.3271189,-89.2903392,,,,,,,6.6,29.5,108.5,New Orleans,108.9,New Orleans Audubon Zoo LA,109.3,Six Flags New Orleans LA,309.8,Hot Springs NP,235.7,Talladega NF AL,none,68.0,174.0,0.0,6.0,127.0,Gulf State Park AL,,,,,,,0,0,0,0,0,0,0.0,lowlands
Glenview,IL,48705,9408576.0,134910.0,590600.0,42.0700662,-87.8114044,,,,,,,10.47,49.8,8.3,O'Hare Chicago,13.8,Lincoln Park Zoo IL,21.7,Six Flags Great America IL,48.6,Indiana Dunes NP,177.3,Huron Manistee NF MI,great_lakes,11.9,659.0,3.0,45.5,49.0,Indiana Dunes SP IN,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Washington,NJ,48677,886418.0,67761.0,207400.0,40.7584793,-74.9794987,,,,,,,11.16,53.5,42.5,Newark Liberty,52.9,Central Park Zoo NY,34.9,Dorney Park PA,95.7,Fire Island NS,217.5,Allegheny NF PA,none,51.6,472.0,9.0,34.0,16.7,Delaware Water Gap NRA,,,,,,,0,0,0,0,0,0,0.0,plains
Niagara Falls,NY,48671,1160172.0,45932.0,94900.0,43.08436,-79.0614686,,,,,,,11.25,53.9,19.4,Buffalo Niagara,14.6,Buffalo Zoo NY,31.2,Darien Lake NY,179.0,Cuyahoga Valley NP,102.5,Allegheny NF PA,great_lakes,15.1,574.0,2.0,30.0,63.4,Letchworth SP NY,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Monroe,NJ,48594,19940274.0,,,40.8128777,-74.4423759,,,,,,,6.04,26.5,16.4,Newark Liberty,24.9,Central Park Zoo NY,41.6,Rye Playland NY,68.2,Fire Island NS,243.6,Allegheny NF PA,ocean,24.5,331.0,7.0,34.0,31.9,Delaware Water Gap NRA,,,,,,,0,0,0,0,0,0,0.0,coastal
Roswell,NM,48422,,48298.0,130200.0,33.3943282,-104.5229518,,,,,,,7.9,36.3,153.8,El Paso,158.2,El Paso Zoo TX,434.5,Six Flags Over Texas TX,85.9,Carlsbad Caverns NP,62.8,Lincoln NF NM,none,573.0,3589.0,2.0,34.0,192.2,Palo Duro Canyon SP TX,,,,,,,0,0,0,0,0,0,0.0,desert
Stillwater,OK,48394,,39998.0,213100.0,36.1156306,-97.0585717,,,,,,,7.57,34.6,58.4,Oklahoma City,46.6,Oklahoma City Zoo OK,210.9,Silver Dollar City MO,252.1,Hot Springs NP,205.6,Ouachita NF AR,none,472.2,912.0,0.0,0.0,274.7,Palo Duro Canyon SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
Wauwatosa,WI,48387,1574452.0,93812.0,291600.0,43.0494122,-88.0079271,,,,,,,8.87,41.4,9.0,Milwaukee Mitchell,1.5,Milwaukee County Zoo WI,47.0,Six Flags Great America IL,108.1,Indiana Dunes NP,142.0,Huron Manistee NF MI,great_lakes,6.4,676.0,1.0,25.5,88.8,Devil's Lake SP WI,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Minot,ND,48377,75938.0,75545.0,241900.0,48.23251,-101.296273,,,,,,,7.55,34.5,228.2,Fargo,382.1,Billings ZooMontana MT,444.9,Valleyfair MN,135.9,Theodore Roosevelt NP,316.1,Black Hills NF SD,none,441.3,1608.0,0.0,14.0,133.6,Theodore Roosevelt SP ND,,,,,,,0,0,0,0,0,0,0.0,plains
Leesburg,VA,48250,6436489.0,132298.0,572500.0,39.1154506,-77.5645607,,,,,,,8.98,42.0,12.6,Dulles Washington,30.5,Smithsonian National Zoo DC,88.5,Kings Dominion VA,65.2,Shenandoah NP,102.8,George Washington NF VA,none,58.5,348.0,3.0,29.5,37.3,Shenandoah SP VA,,,,,,,0,0,0,0,0,0,0.0,plains
Bothell,WA,48161,4145494.0,127944.0,796900.0,47.7623204,-122.2054035,,,,,,,10.5,50.0,22.1,Seattle-Tacoma,9.5,Woodland Park Zoo WA,31.1,Wild Waves WA,65.0,Mount Rainier NP,36.7,Mt Baker NF WA,ocean,12.1,79.0,8.0,60.0,47.7,Deception Pass SP WA,,,,,,,0,0,0,0,0,0,0.0,coastal
La Mirada,CA,48008,12927614.0,104130.0,706500.0,33.9060971,-118.0107092,,,,,,,7.01,31.6,10.1,Long Beach,23.6,LA Zoo CA,4.3,Knott's Berry Farm CA,101.8,Channel Islands NP,27.2,Angeles NF CA,ocean,21.9,164.0,5.0,39.5,75.7,Mount San Jacinto SP CA,,,,,,,0,0,0,0,0,0,0.0,coastal
Binghamton,NY,47969,243971.0,42031.0,117400.0,42.098698,-75.9125187,,,,,,,6.9,31.1,116.9,Albany,76.7,Utica Zoo NY,89.5,Knoebels PA,175.0,Fire Island NS,163.0,Allegheny NF PA,none,101.2,873.0,8.0,22.0,54.5,Worlds End SP PA,,,,,,,0,0,0,0,0,0,0.0,hills
Rancho Santa Margarita,CA,47949,12927614.0,150146.0,861100.0,33.6408845,-117.6029341,,,,,,,12.22,59.1,15.5,John Wayne Orange County,51.2,San Diego Safari Park CA,21.7,Disneyland CA,99.3,Joshua Tree NP,50.8,Angeles NF CA,ocean,32.6,928.0,7.0,46.0,53.1,Mount San Jacinto SP CA,,,,,,,0,0,0,0,0,0,0.0,coastal
Wilson,NC,47851,,46891.0,167400.0,35.7241718,-77.9115243,,,,,,,6.76,30.3,50.3,Raleigh-Durham,105.3,North Carolina Zoo NC,126.7,Busch Gardens Williamsburg VA,118.7,Blue Ridge Parkway,176.5,Jefferson NF VA,none,105.3,148.0,0.0,8.0,132.8,Cheraw SP SC,,,,,,,0,0,0,0,0,0,0.0,plains
Egg Harbor,NJ,47842,19940274.0,,,39.6452742,-74.366968,,,,,,,11.87,57.2,49.3,Philadelphia,49.6,Philadelphia Zoo PA,34.2,Six Flags Great Adventure NJ,93.2,Fire Island NS,276.7,George Washington NF VA,ocean,22.6,69.0,3.0,32.5,70.3,Cape Henlopen SP DE,,,,,,,0,0,0,0,0,0,0.0,coastal
East Lansing,MI,47741,479971.0,44094.0,240800.0,42.7320307,-84.4721678,,,,,,,9.02,42.2,54.4,Grand Rapids,4.5,Potter Park Zoo MI,109.0,Michigan's Adventure MI,151.9,Indiana Dunes NP,101.7,Huron Manistee NF MI,none,98.1,863.0,0.0,11.0,155.9,Indiana Dunes SP IN,,,,,,,0,0,0,0,0,0,0.0,plains
Middletown,CT,47717,,75120.0,257800.0,41.5623178,-72.6509061,,,,,,,9.15,42.9,26.0,Hartford Bradley,38.3,Beardsley Zoo CT,33.0,Six Flags New England MA,69.5,Fire Island NS,328.9,Allegheny NF PA,ocean,38.3,69.0,4.0,34.0,72.8,Mohawk Trail SP MA,,,,,,,0,0,0,0,0,0,0.0,coastal
Roseville,MI,47710,4400578.0,57274.0,129400.0,42.4972583,-82.9371409,,,,,,,11.83,57.0,28.9,Detroit Metro,10.9,Detroit Zoo MI,71.3,Cedar Point OH,109.7,Cuyahoga Valley NP,165.8,Huron Manistee NF MI,great_lakes,44.2,617.0,0.0,18.0,146.7,Presque Isle SP PA,,,,,,,0,0,1,0,0,1,10.0,great_lakes
Monroe,LA,47702,221921.0,36550.0,158200.0,32.5025471,-92.116219,,,,,,,6.04,26.5,153.6,Little Rock,154.1,Little Rock Zoo AR,211.6,Six Flags New Orleans LA,149.1,Hot Springs NP,151.9,Angelina NF TX,none,214.1,85.0,0.0,6.0,310.5,Gulf State Park AL,,,,,,,0,0,0,0,0,0,0.0,lowlands
Burleson,TX,47641,8344032.0,87312.0,258400.0,32.5420821,-97.3208492,,,,,,,9.08,42.5,29.6,Dallas/Fort Worth,14.1,Fort Worth Zoo TX,20.8,Six Flags Over Texas TX,282.1,Hot Springs NP,166.2,Sam Houston NF TX,none,277.0,715.0,0.0,2.0,232.2,Lost Maples SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
