city,state,population,metro_population,median_household_income,median_home_price,lat,lon,avg_temp_f,avg_temp_c,avg_high_f,avg_low_f,avg_summer_high_f,avg_winter_low_f,walkability_score,walkability_score_100,dist_airport_miles,nearest_airport,dist_zoo_miles,nearest_zoo,dist_theme_park_miles,nearest_theme_park,dist_natl_park_miles,nearest_natl_park,dist_natl_forest_miles,nearest_natl_forest,coastline_type,dist_coast_miles,elevation_ft,parks_within_100mi,nature_score,dist_state_park_miles,nearest_state_park,temp_range_f,has_winter,has_summer,has_spring_fall,seasons_count,seasons_score,nfl_teams,mlb_teams,nba_teams,nhl_teams,mls_teams,total_pro_teams,sports_score,environment_type
Wake Forest,NC,47601,1562009.0,115159.0,397300.0,35.9803138,-78.5103731,,,,,,,7.27,33.0,17.1,Raleigh-Durham,77.6,North Carolina Zoo NC,135.8,Busch Gardens Williamsburg VA,83.5,Blue Ridge Parkway,139.0,Jefferson NF VA,none,129.2,413.0,1.0,15.5,118.1,Cheraw SP SC,,,,,,,0,0,0,0,0,0,0.0,plains
Mansfield,OH,47534,124853.0,40996.0,97300.0,40.75839,-82.5154471,,,,,,,6.44,28.6,56.1,Columbus Ohio,52.8,Columbus Zoo OH,50.6,Cedar Point OH,61.3,Cuyahoga Valley NP,114.1,Wayne NF OH,none,52.1,1250.0,1.0,20.5,121.8,McConnells Mill SP PA,,,,,,,0,0,0,0,0,0,0.0,hills
Newark,CA,47529,4648486.0,159465.0,1034900.0,37.5296593,-122.0402399,,,,,,,12.58,60.9,13.0,San Jose,17.5,Oakland Zoo CA,9.8,California's Great America CA,58.3,Point Reyes NS,133.1,Eldorado NF CA,ocean,9.0,16.0,4.0,45.0,71.4,Point Lobos SP CA,,,,,,,2,2,2,2,2,10,100.0,coastal
Mentor,OH,47450,2171877.0,84503.0,215500.0,41.6664781,-81.3399769,,,,,,,8.71,40.6,31.7,Cleveland Hopkins,24.6,Cleveland Metroparks Zoo OH,71.0,Cedar Point OH,29.1,Cuyahoga Valley NP,121.2,Allegheny NF PA,great_lakes,7.6,689.0,3.0,45.5,73.8,Presque Isle SP PA,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Cleveland,TN,47356,132120.0,52468.0,225700.0,35.1595182,-84.8766115,,,,,,,10.43,49.6,67.2,Knoxville,25.4,Chattanooga Zoo TN,87.2,Six Flags White Water GA,84.3,Great Smoky Mountains NP,65.9,Chattahoochee NF GA,none,328.7,873.0,6.0,32.0,43.2,Cloudland Canyon SP GA,,,,,,,0,0,0,0,0,0,0.0,hills
Brea,CA,47325,12927614.0,120226.0,834600.0,33.9170444,-117.888855,,,,,,,12.22,59.1,16.6,Long Beach,28.5,LA Zoo CA,7.4,Disneyland CA,108.7,Channel Islands NP,27.2,Angeles NF CA,ocean,28.0,371.0,5.0,42.5,68.8,Mount San Jacinto SP CA,,,,,,,0,0,0,0,0,0,0.0,coastal
Fort Pierce,FL,47297,556336.0,45121.0,191200.0,27.4467056,-80.3256056,,,,,,,10.47,49.8,54.4,Palm Beach,114.0,Central Florida Zoo FL,91.9,LEGOLAND Florida FL,135.4,Biscayne NP,156.0,Ocala NF FL,ocean,41.6,39.0,1.0,21.5,33.7,Jonathan Dickinson SP FL,,,,,,,0,0,0,0,0,0,0.0,coastal
Ocoee,FL,47295,2940513.0,88828.0,325100.0,28.5694468,-81.5441944,,,,,,,10.47,49.8,17.2,Orlando,19.6,Central Florida Zoo FL,8.0,Universal Orlando FL,223.4,Biscayne NP,52.6,Ocala NF FL,none,65.8,131.0,1.0,14.5,105.0,Myakka River SP FL,,,,,,,0,0,0,0,0,0,0.0,lowlands
Rockwall,TX,47251,8344032.0,114799.0,355000.0,32.9312336,-96.4597089,,,,,,,9.08,42.5,23.5,Dallas Love Field,24.2,Dallas Zoo TX,37.5,Six Flags Over Texas TX,225.2,Hot Springs NP,163.8,Sam Houston NF TX,none,263.5,600.0,0.0,2.0,284.6,Lost Maples SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
East Providence,RI,47139,1700901.0,71736.0,286400.0,41.8194081,-71.376257,,,,,,,12.25,59.2,7.1,Providence Green,2.8,Roger Williams Zoo RI,65.4,Six Flags New England MA,69.0,Cape Cod NS,394.4,Allegheny NF PA,ocean,38.4,79.0,2.0,28.0,94.9,Mohawk Trail SP MA,,,,,,,0,0,0,0,0,0,0.0,coastal
Oro Valley,AZ,47070,1080149.0,101394.0,404500.0,32.4000525,-110.955317,,,,,,,10.1,47.9,19.6,Tucson,13.2,Tucson Reid Park Zoo AZ,366.7,SeaWorld San Diego CA,7.4,Saguaro NP,49.2,Coronado NF AZ,none,365.0,2572.0,3.0,46.5,320.7,Anza Borrego SP CA,,,,,,,0,0,0,0,0,0,0.0,desert
San Luis Obispo,CA,47063,281843.0,65000.0,841700.0,35.2827525,-120.659615,,,,,,,10.74,51.3,115.7,Fresno Yosemite,82.0,Santa Barbara Zoo CA,131.3,Six Flags Magic Mountain CA,88.3,Pinnacles NP,17.5,Los Padres NF CA,ocean,15.8,246.0,3.0,51.5,95.0,Big Sur CA,,,,,,,0,0,0,0,0,0,0.0,coastal
South Brunswick,NJ,47043,19940274.0,,,40.3818728,-74.5317663,,,,,,,6.62,29.6,28.4,Newark Liberty,39.7,Central Park Zoo NY,17.5,Six Flags Great Adventure NJ,74.0,Fire Island NS,248.3,Allegheny NF PA,ocean,35.6,98.0,6.0,33.0,49.2,Delaware Water Gap NRA,,,,,,,0,0,0,0,0,0,0.0,coastal
Winter Garden,FL,46964,2940513.0,101953.0,408700.0,28.5656649,-81.5856742,,,,,,,10.47,49.8,19.3,Orlando,21.2,Central Florida Zoo FL,9.5,Universal Orlando FL,223.9,Biscayne NP,52.2,Ocala NF FL,none,66.6,135.0,1.0,14.5,103.7,Myakka River SP FL,,,,,,,0,0,0,0,0,0,0.0,lowlands
Salina,KS,46889,,56945.0,155500.0,38.8402805,-97.6114237,,,,,,,10.87,51.9,82.7,Wichita,78.1,Sedgwick County Zoo KS,169.7,Worlds of Fun MO,391.1,Hot Springs NP,281.8,Nebraska NF,none,569.2,1234.0,0.0,0.0,353.7,Palo Duro Canyon SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
Huntington,WV,46842,366920.0,39066.0,114800.0,38.4192496,-82.445154,,,,,,,6.79,30.5,111.5,Columbus Ohio,122.1,Cincinnati Zoo OH,117.2,Kings Island OH,202.0,Great Smoky Mountains NP,79.3,Wayne NF OH,none,213.0,581.0,2.0,11.0,151.1,Cumberland Falls SP KY,,,,,,,0,0,0,0,0,0,0.0,hills
Evesham,NJ,46826,6330422.0,,,39.851752,-74.8917412,,,,,,,11.87,57.2,18.8,Philadelphia,18.2,Philadelphia Zoo PA,31.0,Six Flags Great Adventure NJ,106.0,Fire Island NS,247.1,Allegheny NF PA,ocean,42.2,98.0,5.0,29.5,73.4,Cape Henlopen SP DE,,,,,,,0,0,0,0,0,0,0.0,coastal
Prescott Valley,AZ,46785,252013.0,66617.0,341900.0,34.5950776,-112.3338634,,,,,,,7.13,32.3,82.0,Phoenix Sky Harbor,82.0,Phoenix Zoo AZ,303.6,LEGOLAND California CA,101.2,Grand Canyon NP,11.5,Prescott NF AZ,none,306.6,5115.0,3.0,42.5,179.3,Valley of Fire SP NV,,,,,,,0,0,0,0,0,0,0.0,desert
Farmington,NM,46624,120817.0,61388.0,219300.0,36.7291152,-108.205445,,,,,,,7.57,34.6,146.9,Albuquerque,140.4,Albuquerque BioPark Zoo NM,271.3,Elitch Gardens CO,35.1,Mesa Verde NP,54.4,San Juan NF CO,none,575.4,5322.0,3.0,54.5,46.2,Ute Mountain SP CO,,,,,,,0,0,0,0,0,0,0.0,desert
Charlottesville,VA,46553,227336.0,67177.0,398400.0,38.029306,-78.4766781,,,,,,,8.96,41.9,72.9,Richmond,96.4,Roanoke Zoo VA,57.9,Kings Dominion VA,30.8,Shenandoah NP,55.3,George Washington NF VA,none,109.2,495.0,4.0,36.0,61.9,Shenandoah SP VA,,,,,,,0,0,0,0,0,0,0.0,plains
Beavercreek,OH,46549,821740.0,108140.0,245300.0,39.7092262,-84.0632685,,,,,,,8.71,40.6,15.7,Dayton,45.7,Cincinnati Zoo OH,27.6,Kings Island OH,170.4,Cuyahoga Valley NP,139.9,Wayne NF OH,none,142.9,873.0,0.0,7.0,201.1,Cumberland Falls SP KY,,,,,,,0,0,0,0,0,0,0.0,plains
Strongsville,OH,46491,2171877.0,101176.0,259200.0,41.3144733,-81.83511,,,,,,,8.71,40.6,6.8,Cleveland Hopkins,11.0,Cleveland Metroparks Zoo OH,45.8,Cedar Point OH,14.1,Cuyahoga Valley NP,140.1,Wayne NF OH,great_lakes,42.3,938.0,2.0,35.0,90.0,McConnells Mill SP PA,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Attleboro,MA,46461,1700901.0,91378.0,378900.0,41.9439695,-71.2804301,,,,,,,11.63,55.9,17.0,Providence Green,12.0,Roger Williams Zoo RI,68.8,Six Flags New England MA,64.5,Cape Cod NS,399.4,Allegheny NF PA,ocean,28.5,135.0,2.0,28.0,94.6,Mohawk Trail SP MA,,,,,,,0,0,0,0,0,0,0.0,coastal
Little Elm,TX,46453,8344032.0,110218.0,360600.0,33.1626194,-96.9375051,,,,,,,9.08,42.5,19.1,Dallas/Fort Worth,30.0,Dallas Zoo TX,29.0,Six Flags Over Texas TX,242.8,Hot Springs NP,189.5,Sam Houston NF TX,none,292.9,545.0,0.0,2.0,279.9,Lost Maples SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
Westfield,IN,46410,2174833.0,117519.0,364400.0,40.0428151,-86.1274888,,,,,,,7.81,35.8,24.1,Indianapolis,19.2,Indianapolis Zoo IN,49.5,Indiana Beach IN,121.2,Indiana Dunes NP,121.1,Hoosier NF IN,none,135.1,896.0,0.0,9.0,118.9,Indiana Dunes SP IN,,,,,,,0,0,0,0,0,0,0.0,plains
Arlington,MA,46308,5025517.0,136312.0,839200.0,42.4153739,-71.1564428,,,,,,,10.69,51.0,8.3,Logan Boston,8.5,Franklin Park Zoo MA,79.0,Six Flags New England MA,70.0,Cape Cod NS,407.5,Allegheny NF PA,ocean,11.3,75.0,2.0,30.0,89.9,Mohawk Trail SP MA,,,,,,,1,1,1,1,1,5,50.0,coastal
Altamonte Springs,FL,46231,2940513.0,61714.0,247200.0,28.6619154,-81.3885899,,,,,,,10.47,49.8,16.6,Orlando,10.5,Central Florida Zoo FL,13.7,Universal Orlando FL,226.7,Biscayne NP,50.5,Ocala NF FL,none,58.0,79.0,1.0,14.5,115.1,Myakka River SP FL,,,,,,,0,0,0,0,0,0,0.0,lowlands
Haltom City,TX,46073,8344032.0,57649.0,176300.0,32.7995738,-97.2691817,,,,,,,9.08,42.5,15.0,Dallas/Fort Worth,6.5,Fort Worth Zoo TX,11.9,Six Flags Over Texas TX,270.9,Hot Springs NP,178.2,Sam Houston NF TX,none,287.1,538.0,0.0,2.0,248.4,Lost Maples SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
Hackensack,NJ,46030,19940274.0,79133.0,353000.0,40.8870781,-74.0410667,,,,,,,11.87,57.2,11.6,LaGuardia New York,9.0,Bronx Zoo NY,20.0,Rye Playland NY,49.2,Fire Island NS,262.9,Allegheny NF PA,ocean,13.1,26.0,7.0,53.0,21.8,Harriman State Park NY,,,,,,,0,0,0,0,0,0,0.0,coastal
Bridgewater,NJ,45977,19940274.0,,,40.5931225,-74.604954,,,,,,,11.87,57.2,23.6,Newark Liberty,35.4,Central Park Zoo NY,32.6,Six Flags Great Adventure NJ,75.8,Fire Island NS,239.7,Allegheny NF PA,ocean,32.6,167.0,7.0,34.0,34.9,Delaware Water Gap NRA,,,,,,,0,0,0,0,0,0,0.0,coastal
Goose Creek,SC,45946,869940.0,84041.0,250100.0,32.9961038,-80.0387292,,,,,,,7.1,32.1,6.7,Charleston SC,91.0,Riverbanks Zoo SC,154.1,Carowinds NC,69.8,Congaree NP,24.2,Francis Marion NF SC,ocean,15.7,43.0,2.0,43.0,117.7,Cheraw SP SC,,,,,,,0,0,0,0,0,0,0.0,coastal
Huntsville,TX,45941,,37419.0,207300.0,30.7235263,-95.5507771,,,,,,,7.51,34.3,52.1,George Bush Houston,70.1,Houston Zoo TX,166.3,Six Flags Over Texas TX,277.2,Padre Island NS,3.4,Sam Houston NF TX,none,117.4,371.0,2.0,23.0,250.3,Lost Maples SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
Prescott,AZ,45827,252013.0,66330.0,473900.0,34.539984,-112.468812,,,,,,,7.13,32.3,80.5,Phoenix Sky Harbor,80.9,Phoenix Zoo AZ,295.1,LEGOLAND California CA,106.0,Grand Canyon NP,3.3,Prescott NF AZ,none,298.1,5384.0,3.0,38.5,177.1,Valley of Fire SP NV,,,,,,,0,0,0,0,0,0,0.0,desert
Elmhurst,IL,45786,9408576.0,143492.0,516900.0,41.8994745,-87.9403418,,,,,,,10.47,49.8,5.4,O'Hare Chicago,7.0,Brookfield Zoo IL,32.5,Six Flags Great America IL,48.9,Indiana Dunes NP,190.6,Huron Manistee NF MI,great_lakes,18.9,689.0,3.0,45.5,48.1,Indiana Dunes SP IN,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Keller,TX,45776,8344032.0,162094.0,484200.0,32.9299655,-97.2271249,,,,,,,9.08,42.5,11.1,Dallas/Fort Worth,14.9,Fort Worth Zoo TX,15.0,Six Flags Over Texas TX,264.8,Hot Springs NP,184.2,Sam Houston NF TX,none,291.8,659.0,0.0,2.0,257.2,Lost Maples SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
Bountiful,UT,45762,667681.0,96060.0,443800.0,40.8894611,-111.8804817,,,,,,,11.0,52.6,8.6,Salt Lake City,9.2,Hogle Zoo UT,13.3,Lagoon UT,183.9,Great Basin NP,33.1,Wasatch Cache NF UT,none,598.1,4380.0,4.0,40.0,22.1,Antelope Island SP UT,,,,,,,0,0,0,0,0,0,0.0,mountains
Kyle,TX,45697,2550637.0,85199.0,271000.0,29.9892928,-97.8772103,,,,,,,9.08,42.5,19.1,Austin-Bergstrom,51.1,San Antonio Zoo TX,51.6,Six Flags Fiesta Texas TX,206.1,Padre Island NS,150.2,Sam Houston NF TX,none,153.5,738.0,0.0,4.0,104.2,Lost Maples SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
Littleton,CO,45652,3052498.0,90273.0,552100.0,39.613321,-105.016649,,,,,,,10.53,50.2,24.8,Denver,10.1,Denver Zoo CO,9.4,Elitch Gardens CO,61.5,Rocky Mountain NP,73.9,Arapaho Roosevelt NF CO,none,817.7,5358.0,8.0,51.0,11.5,Red Rocks Park CO,,,,,,,0,0,0,0,0,0,0.0,mountains
Urbandale,IA,45580,753913.0,111888.0,298500.0,41.6274511,-93.7380243,,,,,,,8.1,37.4,7.5,Des Moines,6.5,Des Moines Blank Park Zoo IA,10.6,Adventureland IA,279.8,Gateway Arch NP,328.0,Mark Twain NF MO,none,311.2,876.0,0.0,0.0,164.9,Effigy Mounds IA,,,,,,,0,0,0,0,0,0,0.0,plains
Los Banos,CA,45532,296774.0,76164.0,389500.0,37.0592253,-120.8505342,,,,,,,12.22,59.1,63.1,San Jose,62.9,Fresno Chaffee Zoo CA,66.3,California's Great America CA,43.3,Pinnacles NP,86.2,Sierra NF CA,none,66.2,121.0,5.0,51.5,69.8,Point Lobos SP CA,,,,,,,0,0,0,0,0,0,0.0,valley
Morgan Hill,CA,45483,1995484.0,152199.0,1066800.0,37.130408,-121.6544974,,,,,,,12.22,59.1,22.0,San Jose,52.0,Oakland Zoo CA,25.5,California's Great America CA,51.3,Pinnacles NP,129.6,Los Padres NF CA,ocean,39.0,348.0,4.0,39.0,45.6,Point Lobos SP CA,,,,,,,0,0,0,0,0,0,0.0,coastal
Cutler Bay,FL,45425,6457988.0,78569.0,378900.0,25.5783,-80.3377,,,,,,,10.47,49.8,15.3,Miami,4.5,Zoo Miami FL,186.5,LEGOLAND Florida FL,8.8,Biscayne NP,271.5,Ocala NF FL,ocean,21.3,16.0,4.0,49.0,69.8,Fakahatchee Strand SP FL,,,,,,,0,0,0,0,0,0,0.0,coastal
Brentwood,TN,45373,2150553.0,181576.0,842400.0,36.0325687,-86.7825235,,,,,,,9.04,42.3,8.7,Nashville,3.5,Nashville Zoo TN,144.3,Holiday World IN,88.1,Mammoth Cave NP,150.9,Shawnee NF IL,none,392.8,745.0,3.0,19.5,80.9,Fall Creek Falls SP TN,,,,,,,0,0,0,0,0,0,0.0,hills
Sayreville,NJ,45345,19940274.0,95250.0,377600.0,40.4635362,-74.3618499,,,,,,,6.29,27.8,18.4,Newark Liberty,29.3,Central Park Zoo NY,22.9,Six Flags Great Adventure NJ,64.1,Fire Island NS,254.7,Allegheny NF PA,ocean,25.1,16.0,6.0,33.0,49.9,Delaware Water Gap NRA,,,,,,,0,0,0,0,0,0,0.0,coastal
Cleveland Heights,OH,45312,2171877.0,69155.0,164400.0,41.5200518,-81.556235,,,,,,,10.43,49.6,17.0,Cleveland Hopkins,9.6,Cleveland Metroparks Zoo OH,58.8,Cedar Point OH,16.5,Cuyahoga Valley NP,132.6,Allegheny NF PA,great_lakes,22.2,932.0,3.0,36.5,82.6,McConnells Mill SP PA,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Sierra Vista,AZ,45308,125773.0,70899.0,215900.0,31.5647691,-110.2742994,,,,,,,6.16,27.2,54.6,Tucson,58.6,Tucson Reid Park Zoo AZ,415.7,SeaWorld San Diego CA,65.6,Saguaro NP,21.0,Coronado NF AZ,none,413.4,4528.0,2.0,33.0,373.6,Anza Borrego SP CA,,,,,,,0,0,0,0,0,0,0.0,desert
Pearl City,HI,45295,998747.0,116938.0,839100.0,21.4001231,-157.969428,,,,,,,9.99,47.3,5.9,Honolulu,13.1,Honolulu Zoo HI,3.2,Wet n Wild Hawaii HI,126.3,Haleakala NP,2459.8,Los Padres NF CA,ocean,12.9,115.0,0.0,21.0,118.3,Na Pali Coast SP HI,,,,,,,0,0,0,0,0,0,0.0,coastal
Riverton,UT,45285,1300762.0,115869.0,478200.0,40.5179761,-111.9393701,,,,,,,6.76,30.3,18.9,Salt Lake City,18.2,Hogle Zoo UT,39.0,Lagoon UT,164.3,Great Basin NP,35.9,Wasatch Cache NF UT,none,576.5,4446.0,4.0,35.0,42.4,Antelope Island SP UT,,,,,,,0,0,0,0,0,0,0.0,mountains
Alexandria,LA,45275,148008.0,49049.0,179900.0,31.3119463,-92.4453558,,,,,,,11.06,52.9,158.8,New Orleans,98.6,Baton Rouge Zoo LA,165.9,Six Flags New Orleans LA,223.9,Hot Springs NP,104.1,Angelina NF TX,none,135.5,85.0,0.0,2.0,298.2,Gulf State Park AL,,,,,,,1,1,1,1,1,5,50.0,lowlands
Manchester,NJ,45115,19940274.0,,,39.9734957,-74.3816966,,,,,,,7.22,32.7,46.3,Philadelphia,43.2,Philadelphia Zoo PA,11.7,Six Flags Great Adventure NJ,78.7,Fire Island NS,266.9,Allegheny NF PA,ocean,15.8,154.0,7.0,41.0,78.0,Delaware Water Gap NRA,,,,,,,1,1,1,1,1,5,50.0,coastal
Fairfield,OH,44907,2302815.0,67182.0,196600.0,39.3458953,-84.5605031,,,,,,,7.08,32.0,21.3,Cincinnati/Northern Kentucky,14.3,Cincinnati Zoo OH,15.6,Kings Island OH,170.9,Mammoth Cave NP,122.7,Hoosier NF IN,none,178.1,600.0,0.0,7.0,170.0,Mammoth Cave Area KY,,,,,,,1,1,1,1,1,5,50.0,plains
Blacksburg,VA,44826,182041.0,42012.0,387700.0,37.2296566,-80.4136767,,,,,,,8.22,38.0,129.9,Raleigh-Durham,26.3,Roanoke Zoo VA,149.6,Carowinds NC,87.9,Blue Ridge Parkway,5.2,Jefferson NF VA,none,226.6,2077.0,3.0,42.5,166.9,Shenandoah SP VA,,,,,,,0,0,0,0,0,0,0.0,hills
York,PA,44800,471240.0,42351.0,92600.0,39.962493,-76.7276989,,,,,,,9.56,45.1,54.4,Baltimore/Washington,44.2,Maryland Zoo MD,22.7,Hersheypark PA,138.2,Shenandoah NP,164.2,Allegheny NF PA,ocean,47.3,410.0,4.0,26.0,59.6,Patuxent River SP MD,,,,,,,0,0,0,0,0,0,0.0,coastal
North Lauderdale,FL,44794,6457988.0,60168.0,234300.0,26.217305,-80.2258811,,,,,,,10.47,49.8,11.0,Fort Lauderdale,43.5,Zoo Miami FL,152.3,LEGOLAND Florida FL,52.2,Biscayne NP,233.1,Ocala NF FL,ocean,29.8,13.0,4.0,34.0,54.4,Jonathan Dickinson SP FL,,,,,,,0,0,0,0,0,0,0.0,coastal
Plainfield,IL,44762,9408576.0,143064.0,377200.0,41.6086711,-88.2054345,,,,,,,10.47,49.8,26.5,Midway Chicago,24.4,Brookfield Zoo IL,54.3,Six Flags Great America IL,59.8,Indiana Dunes NP,214.8,Huron Manistee NF MI,great_lakes,37.1,614.0,3.0,29.5,46.4,Starved Rock SP IL,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Burlington,VT,44743,229445.0,64931.0,383300.0,44.4761601,-73.212906,,,,,,,8.81,41.1,122.9,Albany,139.1,Utica Zoo NY,170.9,Six Flags New England MA,242.8,Cape Cod NS,353.8,Allegheny NF PA,none,177.2,213.0,3.0,9.5,47.9,Green Mountain NF VT,,,,,,,0,0,0,0,0,0,0.0,plains
Fond du Lac,WI,44678,104269.0,58675.0,148500.0,43.7748763,-88.4458033,,,,,,,6.98,31.5,63.5,Milwaukee Mitchell,54.5,Milwaukee County Zoo WI,100.4,Six Flags Great America IL,140.7,Sleeping Bear Dunes NL,147.9,Huron Manistee NF MI,great_lakes,48.0,764.0,1.0,22.5,68.1,Devil's Lake SP WI,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Mount Laurel,NJ,44633,6330422.0,,,39.934002,-74.8909988,,,,,,,5.2,22.1,19.2,Philadelphia,16.4,Philadelphia Zoo PA,27.7,Six Flags Great Adventure NJ,103.2,Fire Island NS,244.3,Allegheny NF PA,ocean,42.1,98.0,6.0,31.0,73.8,Delaware Water Gap NRA,,,,,,,0,0,0,0,0,0,0.0,coastal
West Lafayette,IN,44595,229701.0,30317.0,303300.0,40.4258686,-86.9080655,,,,,,,9.31,43.7,58.7,Indianapolis,59.4,Indianapolis Zoo IN,12.1,Indiana Beach IN,85.0,Indiana Dunes NP,149.2,Hoosier NF IN,none,93.2,620.0,2.0,22.0,81.6,Indiana Dunes SP IN,,,,,,,0,0,0,0,0,0,0.0,plains
Palm Springs,CA,44575,4744214.0,67451.0,504700.0,33.8246269,-116.540303,,,,,,,12.22,59.1,63.0,Ontario California,56.7,San Diego Safari Park CA,65.6,LEGOLAND California CA,36.9,Joshua Tree NP,29.9,San Bernardino NF CA,none,65.7,459.0,7.0,60.0,9.3,Mount San Jacinto SP CA,,,,,,,0,0,0,0,0,0,0.0,desert
The Colony,TX,44534,8344032.0,106518.0,325900.0,33.0890094,-96.8863922,,,,,,,9.08,42.5,15.8,Dallas/Fort Worth,24.4,Dallas Zoo TX,25.3,Six Flags Over Texas TX,242.2,Hot Springs NP,183.7,Sam Houston NF TX,none,287.1,594.0,0.0,2.0,277.5,Lost Maples SP TX,,,,,,,0,0,0,0,0,0,0.0,plains
Moorhead,MN,44505,267793.0,68680.0,234300.0,46.8739081,-96.7538674,,,,,,,9.18,43.1,4.4,Fargo,217.2,Como Zoo MN,217.3,Valleyfair MN,214.3,Voyageurs NP,132.0,Chippewa NF MN,none,220.6,902.0,1.0,5.5,76.8,Itasca SP MN,,,,,,,0,0,0,0,0,0,0.0,plains
Mankato,MN,44488,105193.0,61726.0,236200.0,44.1658533,-94.0028013,,,,,,,7.04,31.8,62.9,Minneapolis-Saint Paul,58.1,Minnesota Zoo MN,46.6,Valleyfair MN,303.5,Voyageurs NP,209.5,Chippewa NF MN,none,204.0,791.0,0.0,0.0,158.6,Effigy Mounds IA,,,,,,,0,0,0,0,0,0,0.0,plains
Salem,MA,44480,5025517.0,79196.0,464200.0,42.5195292,-70.8967226,,,,,,,7.98,36.7,12.1,Logan Boston,18.0,Franklin Park Zoo MA,93.9,Six Flags New England MA,64.5,Cape Cod NS,421.4,Allegheny NF PA,ocean,16.0,26.0,1.0,28.5,102.4,Mohawk Trail SP MA,,,,,,,0,0,1,0,1,2,20.0,coastal
Lombard,IL,44476,9408576.0,95509.0,308900.0,41.8864687,-88.0201536,,,,,,,10.47,49.8,8.4,O'Hare Chicago,10.0,Brookfield Zoo IL,33.7,Six Flags Great America IL,52.5,Indiana Dunes NP,193.9,Huron Manistee NF MI,great_lakes,23.0,712.0,3.0,31.5,51.5,Indiana Dunes SP IN,,,,,,,0,0,0,0,0,0,0.0,great_lakes
Freeport,NY,44472,19940274.0,109390.0,444300.0,40.6576071,-73.5835826,,,,,,,6.45,28.7,10.3,JFK New York,20.4,Bronx Zoo NY,22.7,Rye Playland NY,22.1,Fire Island NS,289.9,Allegheny NF PA,ocean,22.1,23.0,6.0,41.0,46.2,Harriman State Park NY,,,,,,,0,0,0,0,0,0,0.0,coastal
Lompoc,CA,44444,444500.0,66947.0,408300.0,34.6391501,-120.4579009,,,,,,,12.22,59.1,123.7,Burbank Hollywood,47.3,Santa Barbara Zoo CA,107.2,Six Flags Magic Mountain CA,58.4,Channel Islands NP,59.4,Los Padres NF CA,ocean,16.7,105.0,2.0,41.0,137.3,Big Sur CA,,,,,,,0,0,0,0,0,0,0.0,coastal
Gallatin,TN,44431,2150553.0,68548.0,306100.0,36.3883031,-86.4475898,,,,,,,7.31,33.2,22.2,Nashville,27.8,Nashville Zoo TN,122.6,Holiday World IN,58.3,Mammoth Cave NP,131.9,Hoosier NF IN,none,370.8,541.0,3.0,22.5,59.2,Mammoth Cave Area KY,,,,,,,0,0,0,0,0,0,0.0,hills
Wallingford,CT,44396,,,,41.4564233,-72.8239356,,,,,,,10.08,47.8,34.1,Hartford Bradley,26.7,Beardsley Zoo CT,41.8,Six Flags New England MA,59.6,Fire Island NS,320.4,Allegheny NF PA,ocean,44.2,75.0,4.0,34.0,68.7,Harriman State Park NY,,,,,,,0,0,0,0,0,0,0.0,coastal
Rohnert Park,CA,44390,485375.0,93322.0,620200.0,38.3396367,-122.701098,,,,,,,12.22,59.1,52.6,San Francisco,43.2,San Francisco Zoo CA,28.9,Six Flags Discovery Kingdom CA,22.2,Point Reyes NS,136.0,Tahoe NF CA,ocean,21.8,105.0,2.0,37.0,37.1,Salt Point SP CA,,,,,,,0,0,0,0,0,0,0.0,coastal
Wentzville,MO,44372,2811927.0,109158.0,289800.0,38.8244136,-90.8683119,,,,,,,8.58,39.9,27.4,St. Louis Lambert,33.9,St. Louis Zoo MO,24.3,Six Flags St. Louis MO,39.4,Gateway Arch NP,117.2,Mark Twain NF MO,none,266.5,620.0,1.0,22.5,197.4,Starved Rock SP IL,,,,,,,0,0,0,0,0,0,0.0,hills
Wilkes Barre,PA,44328,574009.0,,,41.2464824,-75.8817316,,,,,,,7.84,36.0,97.2,Newark Liberty,95.0,Philadelphia Zoo PA,41.2,Knoebels PA,148.3,Fire Island NS,163.8,Allegheny NF PA,none,105.4,574.0,9.0,27.0,22.1,Ricketts Glen SP PA,,,,,,,0,0,0,0,0,0,0.0,hills
El Centro,CA,44322,181724.0,54922.0,266500.0,32.792,-115.563051,,,,,,,8.57,39.8,95.0,San Diego,86.0,San Diego Safari Park CA,96.9,SeaWorld San Diego CA,77.0,Joshua Tree NP,74.7,Cleveland NF CA,none,95.5,-33.0,4.0,32.0,53.1,Anza Borrego SP CA,,,,,,,0,0,0,0,0,0,0.0,desert
